,Produktname,Line,Charge,Uhrzeit,L,a,b,YI,Beginn,Ende,current_time
498,BP 110/02 (717231),ZSK 70.8,22010765,12:18,75.36,4.25,22.08,48.98,12.10.2022 04:25:00,13.10.2022 01:40:00,2022-10-12 12:18:00
499,BP 110/02 (717221),ZSK 70.8,22010767,6:05,76.81,3.61,20.84,45.56,12.10.2022 10:45:00,13.10.2022 00:00:00,2022-10-13 06:05:00
500,BP 110/02 (717231),ZSK 70.8,22010767,10:00,76.24,3.85,21.67,47.49,12.10.2022 10:45:00,13.10.2022 00:00:00,2022-10-13 10:00:00
501,BP 110/02 (717231),ZSK 70.8,22010765,18:00,75.8,4.32,22.13,48.93,12.10.2022 10:45:00,13.10.2022 00:00:00,2022-10-12 18:00:00
502,BP 110/02 (717231),ZSK 70.8,22010765,4:24,75.76,4.24,22.07,48.76,13.10.2022 20:50:00,14.10.2022 15:25:00,2022-10-14 04:24:00
503,BP 110/02 (717231),ZSK 70.8,22010767,18:00,76.07,3.89,21.85,47.91,13.10.2022 20:50:00,14.10.2022 15:25:00,2022-10-14 18:00:00
504,BP 110/02 (717231),ZSK 70.8,22010771,7:00,75.74,4.0,21.76,48.02,13.10.2022 01:40:00,13.10.2022 20:50:00,2022-10-13 07:00:00
505,BP 110/02 (717231),ZSK 70.8,22010771,9:33,75.24,4.22,22.23,49.27,13.10.2022 01:40:00,13.10.2022 20:50:00,2022-10-13 09:33:00
506,BP 110/02 (717231),ZSK 70.8,22010771,18:00,75.44,4.29,22.42,49.57,14.10.2022 15:25:00,15.10.2022 04:00:00,2022-10-14 18:00:00
507,BP 110/02 (717221),ZSK 70.8,22010772,6:00,75.05,4.41,22.27,49.62,14.10.2022 15:25:00,15.10.2022 04:00:00,2022-10-15 06:00:00
508,BP 110/02 (717221),ZSK 70.8,22010772,18:00,75.09,4.55,22.89,50.8,25.10.2022 07:15:00,26.10.2022 07:45:00,2022-10-25 18:00:00
509,BP 110/02 (717221),ZSK 70.8,22010772,10:10,75.56,4.15,22.26,49.11,25.10.2022 07:15:00,26.10.2022 07:45:00,2022-10-25 10:10:00
510,BP 110/02 (717231),ZSK 70.8,22010773,18:33,75.8,4.05,22.03,48.51,26.10.2022 07:45:00,27.10.2022 11:50:00,2022-10-26 18:33:00
511,BP 110/02 (717231),ZSK 70.8,22010773,9:48,75.67,4.16,22.1,48.8,27.10.2022 11:50:00,28.10.2022 12:00:00,2022-10-28 09:48:00
512,BP 110/02 (717221),ZSK 70.5,22010797,9:48,77.15,2.45,19.27,41.57,27.10.2022 11:50:00,28.10.2022 12:00:00,2022-10-28 09:48:00
513,BP 110/02 (717221),ZSK 70.4,22010797,10:24,76.67,2.41,19.32,41.81,02.11.2022 00:01:00,02.11.2022 22:40:00,2022-11-02 10:24:00
514,BP 110/02 (717221),ZSK 70.9,22010797,11:10,76.06,3.79,22.01,48.1,02.11.2022 00:01:00,02.11.2022 22:40:00,2022-11-02 11:10:00
515,BP 110/02 (717221),ZSK 70.8,22010774,7:13,75.29,4.32,22.62,50.02,02.11.2022 00:01:00,02.11.2022 22:40:00,2022-11-02 07:13:00
516,BP 110/02 (717221),ZSK 70.8,22010774,11:01,74.53,4.6,22.98,51.28,28.10.2022 12:00:00,29.10.2022 04:00:00,2022-10-29 11:01:00
517,BP 110/02 (717221),ZSK 70.4,22010803,6:26,78.12,2.79,20.14,43.03,02.11.2022 00:01:00,02.11.2022 22:40:00,2022-11-02 06:26:00
518,BP 110/02 (717221),ZSK 70.5,22010803,6:26,77.05,3.32,21.69,46.67,02.11.2022 00:01:00,02.11.2022 22:40:00,2022-11-02 06:26:00
519,BP 110/02 (717221),ZSK 70.9,22010803,6:27,76.66,3.75,21.48,46.88,02.11.2022 00:01:00,02.11.2022 22:40:00,2022-11-02 06:27:00
520,BP 110/02 (717231),ZSK 70.8,22010775,6:24,76.13,3.87,21.44,47.16,28.10.2022 12:00:00,29.10.2022 04:00:00,2022-10-29 06:24:00
521,BP 110/02 (717231),ZSK 70.8,22010776,9:51,75.07,4.49,22.17,49.5,04.11.2022 00:01:00,05.11.2022 02:20:00,2022-11-04 09:51:00
522,BP 110/02 (717221),ZSK 70.8,22010777,18:00,75.35,4.23,22.02,48.87,04.11.2022 00:01:00,05.11.2022 02:20:00,2022-11-04 18:00:00
523,BP 110/02 (717221),ZSK 70.4,22010806,18:00,77.98,2.66,20.07,42.85,04.11.2022 00:01:00,05.11.2022 02:20:00,2022-11-04 18:00:00
524,BP 110/02 (717221),ZSK 70.5,22010806,18:00,77.18,3.19,20.96,45.22,04.11.2022 00:01:00,05.11.2022 02:20:00,2022-11-04 18:00:00
525,BP 110/02 (717221),ZSK 70.9,22010806,18:00,77.44,3.29,21.12,45.49,04.11.2022 00:01:00,05.11.2022 02:20:00,2022-11-04 18:00:00
526,BP 110/02 (717231),ZSK 70.8,22010780,6:00,74.24,4.62,22.03,49.79,04.11.2022 00:01:00,05.11.2022 02:20:00,2022-11-04 06:00:00
527,BP 110/02 (717221),ZSK 70.8,22010780,18:00,75.32,4.41,22.25,49.45,04.11.2022 00:01:00,05.11.2022 02:20:00,2022-11-04 18:00:00
528,BP 110/02 (717221),ZSK 70.8,22010824,6:00,75.15,4.29,22.11,49.18,04.11.2022 00:01:00,05.11.2022 02:20:00,2022-11-04 06:00:00
529,BP 110/02 (717221),ZSK 70.8,22010824,8:40,75.05,4.31,21.83,48.75,04.11.2022 00:01:00,05.11.2022 02:20:00,2022-11-04 08:40:00
530,BP 110/02 (717221),ZSK 70.8,22010828,18:17,75.46,4.22,22.11,48.97,09.11.2022 09:50:00,10.11.2022 11:50:00,2022-11-09 18:17:00
531,BP 110/02 (717221),ZSK 70.8,22010828,6:00,74.98,4.46,22.26,49.69,09.11.2022 09:50:00,10.11.2022 11:50:00,2022-11-10 06:00:00
532,BP 110/02 (717221),ZSK 70.8,22010828,6:17,74.59,4.45,22.49,50.26,10.11.2022 11:45:00,11.11.2022 18:20:00,2022-11-11 06:17:00
533,BP 110/02 (717221),ZSK 70.8,22010829,18:00,74.99,4.29,22.52,49.96,10.11.2022 11:45:00,11.11.2022 18:20:00,2022-11-10 18:00:00
534,BP 110/02 (717221),ZSK 70.8,22010829,6:00,75.07,4.34,22.15,49.33,10.11.2022 11:45:00,11.11.2022 18:20:00,2022-11-11 06:00:00
535,BP 110/02 (717221),ZSK 70.8,22010830,18:00,74.99,4.54,22.58,50.31,15.11.2022 03:40:00,16.11.2022 04:20:00,2022-11-15 18:00:00
536,BP 110/02 (717221),ZSK 70.8,22010830,18:27,74.94,4.47,22.72,50.5,15.11.2022 03:40:00,16.11.2022 04:20:00,2022-11-15 18:27:00
537,BP 110/02 (717221),ZSK 70.5,22010841,10:39,77.89,2.73,20.28,43.32,15.11.2022 03:40:00,16.11.2022 04:20:00,2022-11-15 10:39:00
538,BP 110/02 (717221),ZSK 70.8,22010830,9:40,74.71,4.37,22.58,50.27,16.11.2022 12:15:00,17.11.2022 12:20:00,2022-11-17 09:40:00
539,BP 110/02 (717221),ZSK 70.9,22010841,12:39,78.36,2.89,19.29,41.52,16.11.2022 12:15:00,17.11.2022 12:20:00,2022-11-16 12:39:00
540,BP 110/02 (717221),ZSK 70.8,22010830,14:15,74.7,4.47,22.54,50.3,16.11.2022 12:15:00,17.11.2022 12:20:00,2022-11-16 14:15:00
541,BP 110/02 (717221),ZSK 70.8,22010831,7:00,75.1,4.26,22.05,49.06,17.11.2022 12:20:00,18.11.2022 13:30:00,2022-11-18 07:00:00
542,BP 110/02 (717221),ZSK 70.4,22010843,7:02,77.16,3.41,19.31,42.54,17.11.2022 12:20:00,18.11.2022 13:30:00,2022-11-18 07:02:00
543,BP 110/02 (717221),ZSK 70.5,22010843,7:03,76.41,3.71,20.79,45.76,17.11.2022 12:20:00,18.11.2022 13:30:00,2022-11-18 07:03:00
544,BP 110/02 (717221),ZSK 70.9,22010841,18:00,77.37,3.4,21.54,46.35,21.11.2022 09:00:00,21.11.2022 20:15:00,2022-11-21 18:00:00
545,BP 110/02 (717221),ZSK 70.9,22010843,11:19,77.76,3.13,20.5,44.12,21.11.2022 09:00:00,21.11.2022 20:15:00,2022-11-21 11:19:00
546,BP 110/02 (717221),ZSK 70.8,22010831,18:00,74.43,4.51,22.35,50.14,21.11.2022 09:00:00,21.11.2022 20:15:00,2022-11-21 18:00:00
547,BP 110/02 (717221),ZSK 70.9,22010844,18:00,73.61,4.75,23.35,52.52,21.11.2022 09:00:00,21.11.2022 20:15:00,2022-11-21 18:00:00
548,BP 110/02 (717221),ZSK 70.4,22010845,6:43,77.12,3.15,19.62,42.85,21.11.2022 09:00:00,21.11.2022 20:15:00,2022-11-21 06:43:00
549,BP 110/02 (717221),ZSK 70.5,22010845,6:43,75.89,3.52,21.09,46.31,21.11.2022 09:00:00,21.11.2022 20:15:00,2022-11-21 06:43:00
550,BP 110/02 (717221),ZSK 70.9,22010845,6:44,75.29,4.16,22.58,49.8,23.11.2022 00:45:00,24.11.2022 07:40:00,2022-11-23 06:44:00
551,BP 110/02 (717221),ZSK 70.9,22010846,18:00,75.86,3.98,22.94,49.98,24.11.2022 03:00:00,24.11.2022 14:00:00,2022-11-24 18:00:00
552,BP 110/02 (717221),ZSK 70.8,22010832,6:54,75.3,4.15,22.2,49.12,24.11.2022 03:00:00,24.11.2022 14:00:00,2022-11-24 06:54:00
553,BP 110/02 (717221),ZSK 70.4,22010847,6:56,77.57,3.03,20.18,43.56,24.11.2022 03:00:00,24.11.2022 14:00:00,2022-11-24 06:56:00
554,BP 110/02 (717221),ZSK 70.5,22010847,6:56,76.92,3.34,20.99,45.53,23.11.2022 00:45:00,24.11.2022 07:40:00,2022-11-23 06:56:00
555,BP 110/02 (717221),ZSK 70.9,22010847,6:57,75.6,4.11,22.98,50.29,23.11.2022 00:45:00,24.11.2022 07:40:00,2022-11-23 06:57:00
556,BP 110/02 (717221),ZSK 70.8,22010831,18:00,76.38,3.69,21.4,46.8,23.11.2022 00:45:00,24.11.2022 07:40:00,2022-11-23 18:00:00
557,BP 110/02 (717221),ZSK 70.4,23100005,10:10,76.42,3.81,20.4,45.16,24.11.2022 07:40:00,25.11.2022 10:00:00,2022-11-24 10:10:00
558,BP 110/02 (717221),ZSK 70.5,23100005,10:10,76.11,3.48,20.63,45.38,24.11.2022 07:40:00,25.11.2022 10:00:00,2022-11-24 10:10:00
559,BP 110/02 (717221),ZSK 70.4,23010005,18:00,77.28,3.12,19.29,42.17,25.11.2022 10:00:00,26.11.2022 03:00:00,2022-11-25 18:00:00
560,BP 110/02 (717221),ZSK 70.5,23010005,18:00,76.28,3.48,21.33,46.54,25.11.2022 10:00:00,26.11.2022 03:00:00,2022-11-25 18:00:00
561,BP 110/02 (717221),ZSK 70.9,23010005,18:00,74.62,4.1,22.0,49.05,25.11.2022 10:00:00,26.11.2022 03:00:00,2022-11-25 18:00:00
562,BP 110/02 (717221),ZSK 70.4,23010007,6:43,76.35,3.45,20.05,44.22,28.11.2022 19:35:00,29.11.2022 19:10:00,2022-11-29 06:43:00
563,BP 110/02 (717221),ZSK 70.5,23010007,6:43,75.83,3.59,21.52,47.18,28.11.2022 19:35:00,29.11.2022 19:10:00,2022-11-29 06:43:00
564,BP 110/02 (717221),ZSK 70.4,23010008,18:00,76.8,3.15,19.74,43.2,29.11.2022 19:10:00,30.11.2022 18:20:00,2022-11-30 18:00:00
565,BP 110/02 (717221),ZSK 70.5,23010008,18:00,74.6,3.86,21.39,47.75,28.11.2022 19:35:00,29.11.2022 19:10:00,2022-11-29 18:00:00
566,BP 110/02 (717221),ZSK 70.9,23010008,18:00,77.48,3.06,21.38,45.7,30.11.2022 19:00:00,30.11.2022 23:59:00,2022-11-30 18:00:00
567,BP 110/02 (717221),ZSK 70.4,23010009,7:09,75.08,3.56,21.49,47.43,01.12.2022 00:01:00,01.12.2022 18:45:00,2022-12-01 07:09:00
568,BP 110/02 (717221),ZSK 70.5,23010009,7:11,74.51,3.95,22.39,49.64,30.11.2022 19:00:00,30.11.2022 23:59:00,2022-11-30 07:11:00
569,BP 110/02 (717221),ZSK 70.9,23010009,7:11,77.41,3.18,21.69,46.38,01.12.2022 00:01:00,01.12.2022 18:45:00,2022-12-01 07:11:00
570,BP 110/02 (717221),ZSK 70.8,23010000,6:00,74.71,4.49,22.49,50.24,29.11.2022 19:10:00,30.11.2022 18:20:00,2022-11-30 06:00:00
571,BP 110/02 (717221),ZSK 70.8,23010000,7:11,75.24,4.06,21.65,48.12,30.11.2022 19:00:00,30.11.2022 23:59:00,2022-11-30 07:11:00
572,BP 110/02 (717221),ZSK 70.9,23010010,18:00,77.82,3.13,20.56,44.2,01.12.2022 00:01:00,01.12.2022 18:45:00,2022-12-01 18:00:00
573,BP 110/02 (717221),ZSK 70.5,23010010,18:00,73.84,4.26,22.3,50.1,01.12.2022 18:45:00,02.12.2022 01:00:00,2022-12-02 18:00:00
574,BP 110/02 (717221),ZSK 70.4,23010010,18:00,75.89,3.53,21.19,46.51,01.12.2022 18:45:00,02.12.2022 01:00:00,2022-12-02 18:00:00
575,BP 110/02 (717221),ZSK 70.8,23010001,6:00,74.72,4.41,22.34,49.9,06.12.2022 08:00:00,07.12.2022 09:40:00,2022-12-07 06:00:00
576,BP 110/02 (717221),ZSK 70.5,23010011,6:14,75.87,3.45,20.3,44.87,06.12.2022 08:00:00,07.12.2022 09:40:00,2022-12-07 06:14:00
577,BP 110/02 (717221),ZSK 70.9,23010011,6:14,77.92,3.24,20.56,44.26,06.12.2022 08:00:00,07.12.2022 09:40:00,2022-12-07 06:14:00
578,BP 110/02 (717221),ZSK 70.4,23010012,18:00,77.44,3.06,19.99,43.3,06.12.2022 08:00:00,07.12.2022 09:40:00,2022-12-06 18:00:00
579,BP 110/02 (717221),ZSK 70.5,23010012,18:00,75.87,3.55,22.77,49.28,07.12.2022 09:40:00,08.12.2022 12:25:00,2022-12-07 18:00:00
580,BP 110/02 (717221),ZSK 70.9,23010012,18:00,78.02,2.84,21.2,44.96,07.12.2022 09:40:00,08.12.2022 12:25:00,2022-12-07 18:00:00
581,BP 110/02 (717221),ZSK 70.8,23010001,18:00,75.87,3.67,21.23,46.72,07.12.2022 09:40:00,08.12.2022 12:25:00,2022-12-07 18:00:00
582,BP 110/02 (717221),ZSK 70.8,23010001,18:00,74.69,4.41,22.29,49.83,07.12.2022 09:40:00,08.12.2022 12:25:00,2022-12-07 18:00:00
583,BP 110/02 (717221),ZSK 70.8,23010002,6:00,74.22,4.6,22.84,51.19,08.12.2022 12:25:00,09.12.2022 14:30:00,2022-12-09 06:00:00
584,BP 110/02 (717221),ZSK 70.8,23010002,6:13,73.83,4.37,21.91,49.52,08.12.2022 12:25:00,09.12.2022 14:30:00,2022-12-09 06:13:00
585,BP 110/02 (717221),ZSK 70.5,23010013,6:14,76.17,3.5,22.05,47.85,08.12.2022 12:25:00,09.12.2022 14:30:00,2022-12-09 06:14:00
586,BP 110/02 (717221),ZSK 70.4,23010015,18:00,78.37,2.22,17.02,36.83,12.12.2022 12:00:00,12.12.2022 20:45:00,2022-12-12 18:00:00
587,BP 110/02 (717221),ZSK 70.5,23010015,18:00,76.91,2.54,19.19,41.6,12.12.2022 08:30:00,12.12.2022 20:45:00,2022-12-12 18:00:00
588,BP 110/02 (717221),ZSK 70.9,23010015,18:00,78.85,2.82,20.17,42.83,12.12.2022 08:30:00,12.12.2022 20:45:00,2022-12-12 18:00:00
589,BP 110/02 (717221),ZSK 70.8,23010002,1:14,75.18,4.21,21.86,48.65,12.12.2022 12:00:00,12.12.2022 20:45:00,2022-12-12 01:14:00
590,BP 110/02 (717221),ZSK 70.8,23010003,6:00,73.13,4.93,23.13,52.55,13.12.2022 06:30:00,13.12.2022 17:30:00,2022-12-13 06:00:00
591,BP 110/02 (717221),ZSK 70.8,23010003,8:40,75.22,4.07,21.53,47.91,13.12.2022 06:30:00,13.12.2022 17:30:00,2022-12-13 08:40:00
592,BP 110/02 (717221),ZSK 70.8,23010003,18:00,74.76,4.24,22.34,49.72,12.12.2022 12:00:00,12.12.2022 20:45:00,2022-12-12 18:00:00
593,BP 110/02 (717221),ZSK 70.8,23010004,6:00,72.03,5.42,23.74,54.68,12.12.2022 08:30:00,12.12.2022 20:45:00,2022-12-12 06:00:00
594,BP 110/02 (717221),ZSK 70.8,23010004,11:00,74.13,4.61,22.57,50.79,12.12.2022 12:00:00,12.12.2022 20:45:00,2022-12-12 11:00:00
595,BP 110/02 (717221),ZSK 70.8,23010004,18:05,74.76,4.33,22.62,50.28,13.12.2022 06:30:00,13.12.2022 17:30:00,2022-12-13 18:05:00
596,BP 110/02 (717221),ZSK 70.8,23010016,18:00,75.9,3.77,21.34,47,13.12.2022 17:30:00,14.12.2022 05:40:00,2022-12-13 18:00:00
597,BP 110/02 (717221),ZSK 70.8,23010016,15:29,75.93,4.04,21.94,48.28,13.12.2022 17:30:00,14.12.2022 05:40:00,2022-12-14 15:29:00
598,BP 110/02 (717221),ZSK 70.8,23010017,18:12,76.61,3.68,21.28,46.48,13.12.2022 17:30:00,14.12.2022 05:40:00,2022-12-13 18:12:00
599,BP 110/02 (717221),ZSK 70.8,23010017,12:19,74.56,4.45,22.5,50.29,14.12.2022 05:40:00,14.12.2022 16:30:00,2022-12-14 12:19:00
600,BP 110/02 (717221),ZSK 70.8,23010017,18:15,74.56,4.49,22.54,50.4,14.12.2022 05:40:00,14.12.2022 16:30:00,2022-12-14 18:15:00
601,BP 110/02 (717221),ZSK 70.8,23010018,6:05,74.24,4.62,23.1,51.64,14.12.2022 05:40:00,14.12.2022 16:30:00,2022-12-14 06:05:00
602,BP 110/02 (717221),ZSK 70.8,23010018,18:10,76.21,3.87,21.96,48.03,14.12.2022 16:30:00,15.12.2022 02:55:00,2022-12-14 18:10:00
603,BP 110/02 (717221),ZSK 70.8,23010019,6:17,75.12,4.14,21.93,48.74,14.12.2022 16:30:00,15.12.2022 02:55:00,2022-12-15 06:17:00
604,BP 110/02 (717221),ZSK 70.8,23010019,10:20,73.89,4.77,22.89,51.6,15.12.2022 05:40:00,16.12.2022 01:30:00,2022-12-15 10:20:00
605,BP 110/02 (717221),ZSK 70.8,23010019,17:45,74.03,4.68,22.63,51,15.12.2022 06:00:00,15.12.2022 16:00:00,2022-12-15 17:45:00
606,BP 110/02 (717221),ZSK 70.8,23010020,6:00,72.96,5.25,23.33,53.3,15.12.2022 06:00:00,15.12.2022 16:00:00,2022-12-15 06:00:00
607,BP 110/02 (717221),ZSK 70.8,23010020,6:05,73.35,4.93,22.95,52.12,15.12.2022 06:00:00,15.12.2022 16:00:00,2022-12-15 06:05:00
608,BP 110/02 (717221),ZSK 70.4,23010025,8:58,75.56,4.05,20.74,46.37,02.01.2023 09:30:00,02.01.2023 23:10:00,2023-01-02 08:58:00
609,BP 110/02 (717221),ZSK 70.5,23010025,8:57,75.17,4.14,22.4,49.53,02.01.2023 09:30:00,02.01.2023 23:10:00,2023-01-02 08:57:00
610,BP 110/02 (717221),ZSK 70.9,23010025,8:56,74.05,4.78,23.74,53,02.01.2023 10:00:00,02.01.2023 23:10:00,2023-01-02 08:56:00
611,BP 110/02 (717221),ZSK 70.8,23010022,9:36,74.98,4.32,22.01,49.11,03.01.2023 06:00:00,03.01.2023 16:00:00,2023-01-03 09:36:00
612,BP 110/02 (717221),ZSK 70.4,23010027,6:37,76.68,3.61,19.93,44.03,03.01.2023 06:00:00,03.01.2023 16:00:00,2023-01-03 06:37:00
613,BP 110/02 (717221),ZSK 70.5,23010027,6:37,75.39,3.89,21.7,47.97,03.01.2023 06:00:00,03.01.2023 16:00:00,2023-01-03 06:37:00
614,BP 110/02 (717221),ZSK 70.9,23010027,6:39,73.81,4.96,23.84,53.46,03.01.2023 16:00:00,04.01.2023 02:10:00,2023-01-04 06:39:00
615,BP 110/02 (717221),ZSK 70.8,23010022,18:00,74.57,4.6,22.76,50.87,03.01.2023 16:00:00,04.01.2023 02:10:00,2023-01-03 18:00:00
616,BP 110/02 (717221),ZSK 70.8,23010022,6:38,75.52,3.87,21.09,46.82,03.01.2023 16:00:00,04.01.2023 02:10:00,2023-01-04 06:38:00
617,BP 110/02 (717221),ZSK 70.4,23010025,18:00,76.77,3.51,19.37,42.9,04.01.2023 02:10:00,04.01.2023 13:15:00,2023-01-04 18:00:00
618,BP 110/02 (717221),ZSK 70.5,23010025,18:00,75.14,4.13,22.12,49.05,04.01.2023 02:10:00,04.01.2023 13:15:00,2023-01-04 18:00:00
619,BP 110/02 (717221),ZSK 70.9,23010025,18:00,74.14,4.92,23.41,52.52,04.01.2023 02:10:00,04.01.2023 13:15:00,2023-01-04 18:00:00
620,BP 110/02 (717231),ZSK 70.8,23010023,18:00,74.12,4.64,22.77,51.16,03.01.2023 16:25:00,04.01.2023 20:15:00,2023-01-03 18:00:00
621,BP 110/02 (717231),ZSK 70.8,23010023,6:56,74.45,4.42,21.38,48.36,03.01.2023 16:25:00,04.01.2023 20:15:00,2023-01-04 06:56:00
622,BP 110/02 (717221),ZSK 70.5,23010028,18:00,75.88,3.95,21.47,47.4,04.01.2023 13:15:00,05.01.2023 00:10:00,2023-01-04 18:00:00
623,BP 110/02 (717221),ZSK 70.9,23010028,18:00,74.56,4.73,22.84,51.14,04.01.2023 13:15:00,05.01.2023 00:10:00,2023-01-04 18:00:00
624,BP 110/02 (717221),ZSK 70.8,23010024,18:17,73.56,4.93,23.14,52.36,04.01.2023 13:15:00,05.01.2023 00:10:00,2023-01-04 18:17:00
625,BP 110/02 (717221),ZSK 70.8,23010024,6:40,74.18,4.56,21.61,49.02,03.01.2023 16:25:00,04.01.2023 20:15:00,2023-01-04 06:40:00
626,BP 110/02 (717221),ZSK 70.8,23010024,7:28,74.76,4.42,22.15,49.56,03.01.2023 16:25:00,04.01.2023 20:15:00,2023-01-04 07:28:00
627,BP 110/02 (717221),ZSK 70.8,23010024,18:00,72.79,5.19,22.58,52.03,03.01.2023 16:25:00,04.01.2023 20:15:00,2023-01-03 18:00:00
628,BP 110/02 (717221),ZSK 70.8,23010051,6:56,75.37,4.12,21.38,47.65,04.01.2023 20:15:00,05.01.2023 22:35:00,2023-01-05 06:56:00
629,BP 110/02 (717221),ZSK 70.8,23010051,18:00,75.79,3.95,21.32,47.19,05.01.2023 00:10:00,05.01.2023 10:00:00,2023-01-05 18:00:00
630,BP 110/02 (717231),ZSK 70.8,23010052,12:15,73.15,5.14,23.08,52.67,05.01.2023 00:10:00,05.01.2023 10:00:00,2023-01-05 12:15:00
631,BP 110/02 (717221),ZSK 70.8,23010052,12:45,73.59,4.76,22.29,50.69,05.01.2023 10:00:00,05.01.2023 20:35:00,2023-01-05 12:45:00
632,BP 110/02 (717221),ZSK 70.8,23010052,6:00,74.32,4.61,22.07,49.8,05.01.2023 10:00:00,05.01.2023 20:35:00,2023-01-05 06:00:00
633,BP 110/02 (717221),ZSK 70.8,23010052,18:00,74.66,4.55,22.2,49.81,05.01.2023 10:00:00,05.01.2023 20:35:00,2023-01-05 18:00:00
634,BP 110/02 (717221),ZSK 70.8,23010053,18:00,75.2,4.08,21.31,47.55,04.01.2023 20:15:00,05.01.2023 22:35:00,2023-01-05 18:00:00
635,BP 110/02 (717221),ZSK 70.8,23010053,6:00,75.37,4.11,21.89,48.52,04.01.2023 20:15:00,05.01.2023 22:35:00,2023-01-05 06:00:00
636,BP 110/02 (717221),ZSK 70.8,23010053,6:00,74.66,4.63,22.06,49.64,05.01.2023 22:35:00,06.01.2023 23:20:00,2023-01-06 06:00:00
637,BP 110/02 (717221),ZSK 70.8,23010055,18:00,74.12,4.74,22.56,50.89,05.01.2023 22:35:00,06.01.2023 23:20:00,2023-01-06 18:00:00
638,BP 110/02 (717221),ZSK 70.8,23010055,6:00,74.29,4.46,21.82,49.23,05.01.2023 20:35:00,06.01.2023 06:30:00,2023-01-06 06:00:00
639,BP 110/02 (717221),ZSK 70.8,23010055,9:43,73.81,4.76,22.27,50.56,05.01.2023 20:35:00,06.01.2023 06:30:00,2023-01-06 09:43:00
640,BP 110/02 (717231),ZSK 70.8,23010056,18:00,75.15,4.44,22.28,49.62,05.01.2023 20:35:00,06.01.2023 06:30:00,2023-01-06 18:00:00
641,BP 110/02 (717231),ZSK 70.8,23010056,6:00,74.0,4.65,21.77,49.47,06.01.2023 16:30:00,07.01.2023 02:30:00,2023-01-07 06:00:00
642,BP 110/02 (717221),ZSK 70.8,23010075,18:04,72.97,5.13,22.76,52.18,06.01.2023 16:30:00,07.01.2023 02:30:00,2023-01-06 18:04:00
643,BP 110/02 (717221),ZSK 70.8,23010075,11:05,75.86,4.01,21.52,47.56,05.01.2023 22:35:00,06.01.2023 23:20:00,2023-01-06 11:05:00
644,BP 110/02 (717221),ZSK 70.8,23010076,6:15,73.21,5.03,22.4,51.34,05.01.2023 22:35:00,06.01.2023 23:20:00,2023-01-06 06:15:00
645,BP 110/02 (717221),ZSK 70.8,23010080,6:23,71.76,5.94,23.78,55.41,12.01.2023 09:00:00,13.01.2023 14:25:00,2023-01-13 06:23:00
646,BP 110/02 (717221),ZSK 70.8,23010081,18:00,72.79,5.48,23.99,54.77,12.01.2023 09:00:00,13.01.2023 14:25:00,2023-01-12 18:00:00
647,BP 110/02 (717221),ZSK 70.8,23010081,18:00,76.44,3.68,21.52,46.99,16.01.2023 19:45:00,17.01.2023 21:30:00,2023-01-17 18:00:00
648,BP 110/02 (717221),ZSK 70.8,23010081,18:00,76.16,3.96,21.64,47.58,16.01.2023 19:45:00,17.01.2023 21:30:00,2023-01-17 18:00:00
649,BP 110/02 (717221),ZSK 70.8,23010081,19:55,76.25,3.76,21.0,46.24,17.01.2023 21:30:00,18.01.2023 23:00:00,2023-01-18 19:55:00
650,BP 110/02 (717221),ZSK 70.8,23010082,18:00,76.83,3.64,21.35,46.48,17.01.2023 21:30:00,18.01.2023 23:00:00,2023-01-18 18:00:00
651,BP 110/02 (717221),ZSK 70.8,23010082,18:00,76.64,3.84,21.35,46.75,17.01.2023 21:30:00,18.01.2023 23:00:00,2023-01-18 18:00:00
652,BP 110/02 (717231),ZSK 70.8,23010084,6:00,76.08,3.9,21.38,47.11,20.01.2023 01:30:00,21.01.2023 02:30:00,2023-01-20 06:00:00
653,BP 110/02 (717231),ZSK 70.8,23010085,18:02,75.84,4.06,22.07,48.57,20.01.2023 01:30:00,21.01.2023 02:30:00,2023-01-20 18:02:00
654,BP 110/02 (717221),ZSK 70.8,23010087,6:00,75.7,4.17,22.33,49.19,24.01.2023 04:35:00,24.01.2023 14:35:00,2023-01-24 06:00:00
655,BP 110/02 (717221),ZSK 70.8,23010087,9:45,75.16,4.17,22.52,49.76,24.01.2023 04:35:00,24.01.2023 14:35:00,2023-01-24 09:45:00
656,BP 110/02 (717231),ZSK 70.8,23010087,18:00,76.52,3.45,21.34,46.42,24.01.2023 04:35:00,24.01.2023 14:35:00,2023-01-24 18:00:00
657,BP 110/02 (717231),ZSK 70.5,23010090,6:20,74.48,4.48,24.2,53.27,24.01.2023 07:00:00,25.01.2023 10:45:00,2023-01-25 06:20:00
658,BP 110/02 (717231),ZSK 70.8,23010090,6:20,74.23,4.68,23.13,51.77,24.01.2023 07:00:00,25.01.2023 10:45:00,2023-01-25 06:20:00
659,BP 110/02 (717221),ZSK 70.5,23010092,6:30,73.77,4.86,25.09,55.51,24.01.2023 14:35:00,25.01.2023 00:30:00,2023-01-25 06:30:00
660,BP 110/02 (717221),ZSK 70.8,23010092,6:30,72.65,5.39,23.51,53.91,24.01.2023 14:35:00,25.01.2023 00:30:00,2023-01-25 06:30:00
661,BP 110/02 (717221),ZSK 70.5,23010091,18:12,74.18,4.91,24.88,54.98,25.01.2023 10:45:00,26.01.2023 15:45:00,2023-01-25 18:12:00
