,Produktname,Line,Charge,Uhrzeit,L,a,b,YI,Beginn,Ende,current_time,Temperatures_Reg02_Sps_Istwert,Temperatures_Reg03_Sps_Istwert,Temperatures_Reg04_Sps_Istwert,Temperatures_Reg05_Sps_Istwert,Temperatures_Reg06_Sps_Istwert,Temperatures_Reg07_Sps_Istwert,Temperatures_Reg08_Sps_Istwert,Temperatures_Reg09_Sps_Istwert,Temperatures_Reg10_Sps_Istwert,Temperatures_Reg11_Sps_Istwert,Temperatures_Reg12_Sps_Istwert,Temperatures_Reg13_Sps_Istwert,Temperatures_Reg14_Sps_Istwert,Temperatures_Reg15_Sps_Istwert,Temperatures_Reg02_Pc_Sollwert,Temperatures_Reg03_Pc_Sollwert,Temperatures_Reg04_Pc_Sollwert,Temperatures_Reg05_Pc_Sollwert,Temperatures_Reg06_Pc_Sollwert,Temperatures_Reg07_Pc_Sollwert,Temperatures_Reg08_Pc_Sollwert,Temperatures_Reg09_Pc_Sollwert,Temperatures_Reg10_Pc_Sollwert,Temperatures_Reg11_Pc_Sollwert,Temperatures_Reg12_Pc_Sollwert,Temperatures_Reg13_Pc_Sollwert,Temperatures_Reg14_Pc_Sollwert,Temperatures_Reg15_Pc_Sollwert,Feeder_DosSum_Sps_Durchsatz_Istwert,Feeder_DosSum_Pc_Durchsatz_Sollwert,Feeder_Dos01_Sps_Durchsatz_Istwert,Feeder_Dos02_Sps_Durchsatz_Istwert,Feeder_Dos03_Sps_Durchsatz_Istwert,Feeder_Dos04_Sps_Durchsatz_Istwert,Feeder_Dos05_Sps_Durchsatz_Istwert,Feeder_Dos06_Sps_Durchsatz_Istwert,Feeder_Dos07_Sps_Durchsatz_Istwert,Feeder_Dos08_Sps_Durchsatz_Istwert,Feeder_Dos01_Pc_Durchsatz_Sollwert,Feeder_Dos02_Pc_Durchsatz_Sollwert,Feeder_Dos03_Pc_Durchsatz_Sollwert,Feeder_Dos04_Pc_Durchsatz_Sollwert,Feeder_Dos05_Pc_Durchsatz_Sollwert,Feeder_Dos06_Pc_Durchsatz_Sollwert,Feeder_Dos07_Pc_Durchsatz_Sollwert,Feeder_Dos08_Pc_Durchsatz_Sollwert,Misc_Hat_Sps_Drehzahl_Istwert,Misc_Hat_Pc_Drehzahl_Sollwert,Misc_Hat_Sps_Drehmoment_Istwert,Temperatures_AE_Materialtemperatur01,Temperatures_AE_Materialtemperatur02,Misc_Mtd01_Sps_Istwert,Feeder_Dos01_Sps_MotorStellwert,Feeder_Dos02_Sps_MotorStellwert,Feeder_Dos03_Sps_MotorStellwert,Feeder_Dos04_Sps_MotorStellwert,Feeder_Dos05_Sps_MotorStellwert,Feeder_Dos06_Sps_MotorStellwert,Feeder_Dos07_Sps_MotorStellwert,Feeder_Dos08_Sps_MotorStellwert,Feeder_Dos01_Sps_Dosierfaktor,Feeder_Dos02_Sps_Dosierfaktor,Feeder_Dos03_Sps_Dosierfaktor,Feeder_Dos04_Sps_Dosierfaktor,Feeder_Dos05_Sps_Dosierfaktor,Feeder_Dos06_Sps_Dosierfaktor,Feeder_Dos07_Sps_Dosierfaktor,Feeder_Dos08_Sps_Dosierfaktor,Feeder_Dos01_Sps_MotorDrehzahl,Feeder_Dos02_Sps_MotorDrehzahl,Feeder_Dos03_Sps_MotorDrehzahl,Feeder_Dos04_Sps_MotorDrehzahl,Feeder_Dos05_Sps_MotorDrehzahl,Feeder_Dos06_Sps_MotorDrehzahl,Feeder_Dos07_Sps_MotorDrehzahl,Feeder_Dos08_Sps_MotorDrehzahl,Feeder_Dos01_Sps_Nettogewicht,Feeder_Dos02_Sps_Nettogewicht,Feeder_Dos03_Sps_Nettogewicht,Feeder_Dos04_Sps_Nettogewicht,Feeder_Dos05_Sps_Nettogewicht,Feeder_Dos06_Sps_Nettogewicht,Feeder_Dos07_Sps_Nettogewicht,Feeder_Dos08_Sps_Nettogewicht
559,BP 110/02 (717221),ZSK 70.9,23010005,18:00,74.62,4.1,22,49.05,25.11.2022 10:00:00,26.11.2022 03:00:00,11/25/2022 18:00,185.0703442,185.0310348,169.8896548,144.9786198,144.9434482,144.4993106,165.0434485,154.5944831,99.95655186,179.2013799,168.3179293,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,807.9341237,808.000061,480.7693987,0,309.5654417,6.400869833,0,3.199214255,0,8.000910575,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,7.999999523,359.8502324,360,82.86196794,24.20827612,210.4813799,23.46578656,47.85703017,0,53.27843946,8.67424052,0,7.977243029,0,22.53203926,1004.791414,1177.522949,581.4097016,73.80985434,45.58484268,40.09830325,37.6777153,35.49160914,1435.234483,0,1597.813793,259.7172414,0,238.8482759,0,675.4551724,54.72200257,55.87528573,41.80287113,18.56146986,27.60096679,9.357207331,0,38.7930984
560,BP 110/02 (717221),ZSK 70.4,23010007,6:43,76.35,3.45,20.05,44.22,28.11.2022 19:35:00,29.11.2022 19:10:00,11/29/2022 6:43,185.1575,184.9975,192.55625,145.00875,145.1875,144.92,165.0525,155.00125,100.05125,171.12125,154.2225,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,800.011676,799.999939,480.7953018,0,314.4120049,3.199293941,0,1.598393038,0,0,480.7999878,0,314.3999939,3.200000048,0,1.600000024,0,0,359.55625,360,74.5575,29.8225,216.9775,5,49.68624859,0,51.4719985,3.680749822,0,30.36899886,0,0,966.7416367,571.1392822,612.1044662,86.7870554,22.2117424,5.231127572,250,96.19335938,1489.6875,0,1543.375,110.0875,0,911.0375,0,0,47.42121916,16.74767494,52.80058651,15.48891053,22.1460412,8.469513035,0,0
561,BP 110/02 (717221),ZSK 70.5,23010007,6:43,75.83,3.59,21.52,47.18,28.11.2022 19:35:00,29.11.2022 19:10:00,11/29/2022 6:43,184.9736264,185.0549451,170.0153846,145.0373626,145.0021978,145.0164835,191.4901099,160.7769231,100.0538462,176.1857143,158.3802198,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,799.9536569,799.9980469,480.7929433,0,314.3682305,3.199364515,0,1.595266436,0,0,480.7999878,0,314.4007874,3.200000048,0,1.597223639,0,0,358.7142857,360,78.2978022,201.8615385,176.0274725,3.845054945,66.23867764,0,49.9780198,5.443955799,0,11.38857097,0,0,726.4491423,375.5396118,628.7720183,58.4918612,24.51700211,13.89283893,94.3487854,65.54180908,1986.32967,0,1498.395604,336.6043956,0,341.3846154,0,0,47.22041539,50.56375558,53.16127467,15.66961481,22.3905565,8.342637073,0,0
562,BP 110/02 (717221),ZSK 70.4,23010008,18:00,76.8,3.15,19.74,43.2,29.11.2022 19:10:00,30.11.2022 18:20:00,11/30/2022 18:00,184.7901099,185.0516484,191.4406593,145.2703297,145.2208791,144.9846154,165.0747253,154.9989011,100.0307692,173.6274725,154.1956044,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,799.9882625,799.999939,480.7902181,0,314.3941549,3.199797407,0,1.59856767,0,0,480.799988,0,314.399994,3.2,0,1.6,0,0,359.921978,360,74.54395604,17.2010989,217.0362637,4.892307692,50.41604164,0,50.28747049,3.939780143,0,33.10197652,0,0,953.309962,571.139282,626.0445704,82.1299883,22.211742,4.861554396,250,96.193359,1511.758242,0,1508.142857,117.9010989,0,991.5384615,0,0,47.32838569,16.87017367,52.59045777,11.84728609,21.59370699,6.803439736,0,0
563,BP 110/02 (717221),ZSK 70.5,23010008,18:00,74.6,3.86,21.39,47.75,28.11.2022 19:35:00,29.11.2022 19:10:00,11/29/2022 18:00,184.9967391,184.9793478,170.0152174,145.0065217,144.9858696,144.9967391,191.698913,160.0173913,100.0119565,175.7217391,157.8380435,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,799.9637405,799.998047,480.8054757,0,314.365917,3.199793022,0,1.5969105,0,0,480.799988,0,314.400787,3.2,0,1.597224,0,0,358.7141304,360,77.49347826,201.1119565,175.5847826,3.833695652,66.90521535,0,49.8997809,5.339565196,0,12.02065167,0,0,718.3793521,375.539612,630.4758301,59.78618942,24.517002,13.08489191,94.348785,65.541809,2006.26087,0,1496.380435,330.7173913,0,360.326087,0,0,47.45348458,50.68067264,52.97525467,13.28596226,22.17260266,7.021963543,0,0
564,BP 110/02 (717221),ZSK 70.9,23010008,18:00,77.48,3.06,21.38,45.7,30.11.2022 19:00:00,30.11.2022 23:59:00,11/30/2022 18:00,185.1709677,184.9279569,164.8999998,144.7806443,144.9258068,144.5741936,160.0150537,154.4021508,99.95591392,180.9043016,169.6365594,0,0,0,185,185,165,145,145,145,160,155,100,150,140,0,0,0,807.9669813,808.001404,480.7929432,0,314.3613866,1.601449785,0,3.201840935,0,8.001252731,480.800873,0,314.400574,1.600003,0,3.200006,0,8.000001,359.845955,360,84.5830708,22.27956978,212.1086038,24.32336775,48.3294134,0,54.17386631,2.566763376,0,5.486461753,0,22.55872641,994.6053486,1177.522949,580.7043424,62.31004838,47.327385,58.29015394,37.677715,35.45036374,1449.311828,0,1624.827957,76.50537634,0,164.1182796,0,676.2258065,54.9402716,55.65838958,37.22370072,21.4063988,28.07841012,9.805183323,0,38.06938896
565,BP 110/02 (717221),ZSK 70.4,23010009,7:09,75.08,3.56,21.49,47.43,01.12.2022 00:01:00,01.12.2022 18:45:00,12/1/2022 7:09,185.0824176,184.9791209,189.9450549,145.0868132,145.0791209,145.0120879,165.1340659,155.0230769,99.99010989,171.256044,152.1824176,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,800.0163313,799.999939,480.797812,0,314.4047556,3.200213736,0,1.599815879,0,0,480.799988,0,314.399994,3.2,0,1.6,0,0,359.5318681,360,75.17582418,18.32087912,215.5703297,4.984615385,50.46175762,0,51.67560235,4.359340538,0,31.95098769,0,0,952.2672884,571.139282,608.2311824,73.49712899,22.211742,4.997993132,250,96.193359,1513.131868,0,1549.659341,130.9230769,0,957.7252747,0,0,47.30417536,16.88993378,53.07946444,16.9300721,21.44972947,10.00174244,0,0
566,BP 110/02 (717221),ZSK 70.5,23010009,7:11,74.51,3.95,22.39,49.64,30.11.2022 19:00:00,30.11.2022 23:59:00,11/30/2022 7:11,185.0175824,184.9692308,169.9879121,145.1736264,144.9945055,145.0076923,193.4417582,155.1758242,99.91538462,175.8879121,158.2395604,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,799.97968,799.998047,480.8006673,0,314.3764387,3.199862275,0,1.597438341,0,0,480.799988,0,314.400787,3.2,0,1.597224,0,0,358.7296703,360,76.58241758,200.4802198,175.6967033,3.958241758,66.32043463,0,49.55955874,5.403296681,0,11.99406556,0,0,724.1652161,375.539612,634.5998589,59.32425543,24.517002,13.13304935,94.348785,65.541809,1988.692308,0,1485.659341,334.7252747,0,359.1538462,0,0,47.25403018,50.51137435,53.19512169,13.63152647,21.9381704,7.160547176,0,0
567,BP 110/02 (717221),ZSK 70.9,23010009,7:11,77.41,3.18,21.69,46.38,01.12.2022 00:01:00,01.12.2022 18:45:00,12/1/2022 7:11,184.7849464,184.8516129,164.8881732,144.848387,145.0193552,144.5591399,159.9086022,155.1129035,100.1225805,180.1387127,166.5645153,0,0,0,185,185,165,145,145,145,160,155,100,150,140,0,0,0,808.0335109,808.001404,480.8318416,0,314.404757,1.598984903,0,3.198292817,0,7.997344344,480.800873,0,314.400574,1.600003,0,3.200006,0,8.000001,359.8467425,360,84.90951045,22.38602143,212.2215051,23.95039957,48.67217282,0,53.41290557,2.491942194,0,5.570342548,0,22.32344265,988.0917851,1177.522949,588.9076066,64.46491271,47.327385,57.50108162,37.677715,35.89175924,1459.688172,0,1601.827957,74.1827957,0,166.6129032,0,669.2688172,54.97869109,55.65227149,37.88271138,17.55678568,27.91665737,9.961978957,0,39.28782973
568,BP 110/02 (717221),ZSK 70.8,23010000,6:00,74.71,4.49,22.49,50.24,29.11.2022 19:10:00,30.11.2022 18:20:00,11/30/2022 6:00,180.2421428,169.8285708,155.0149994,145.0485722,145.5392855,145.1407135,130.7385713,140.0264283,90.89857156,18.99928563,19.76357144,0,0,0,180,170,155,145,145,145,130,140,90,18,18,0,0,0,1208.337109,1208.205078,721.207285,0,464.5129305,9.60116084,8.200310557,0,4.800204556,0,721.203064,0,464.4019775,9.600039482,8.199999809,0,4.800019741,0,534.9363491,535,89.81072126,181.3692859,18.91785713,0.373160548,69.58830109,0,60.10164997,11.57366362,13.38347457,0,32.78297882,0,1036.317017,574.2153931,772.8699132,82.93289419,61.31273316,8.568288803,14.63735271,0,2087.107143,0,1802.65,346.6571429,401.0071429,0,983,0,51.93300247,-1.779000044,59.13415279,18.2575222,29.84485861,0.007457143,7.80387891,0
569,BP 110/02 (717221),ZSK 70.8,23010000,7:11,75.24,4.06,21.65,48.12,30.11.2022 19:00:00,30.11.2022 23:59:00,11/30/2022 7:11,179.5000007,169.8307142,154.9950003,144.9607143,145.4657142,145.1128569,130.8071431,140.1857141,90.97428589,12.58357128,13.51142859,0,0,0,180,170,155,145,145,145,130,140,90,18,18,0,0,0,1208.377747,1208.205078,721.149721,0,464.6221673,9.599682168,8.19986558,0,4.800546377,0,721.203064,0,464.4019775,9.600039482,8.199999809,0,4.800019741,0,534.9441964,535,90.09338379,181.3435714,14.33857143,0.359209653,69.59698753,0,60.49247701,11.57821977,13.39044556,0,32.65850315,0,1036.719647,574.2153931,767.6730565,82.89902453,61.29534678,8.568288803,14.6769739,0,2087.471429,0,1813.8,346.8,401.2214286,0,979.3357143,0,51.98050957,-1.779000044,58.61001712,21.31632956,28.89700128,-0.012042857,9.531371924,0
570,BP 110/02 (717221),ZSK 70.9,23010010,18:00,77.82,3.13,20.56,44.2,01.12.2022 00:01:00,01.12.2022 18:45:00,12/1/2022 18:00,185.1215051,184.9204303,164.8483878,145.1258067,144.9645171,144.8903228,160.0860217,154.765591,100.008602,180.0935479,168.5150522,0,0,0,185,185,165,145,145,145,160,155,100,150,140,0,0,0,807.9760454,808.001404,480.7958817,0,314.3705477,1.600043688,0,3.20215071,0,8.000928763,480.800873,0,314.400574,1.600003,0,3.200006,0,8.000001,359.8451674,360,84.37066847,21.83655901,211.7956992,24.33239069,48.64493113,0,54.55101808,2.533201,0,5.678183484,0,22.6045547,988.4306254,1177.522949,576.6068187,62.97539531,47.327385,56.26820447,37.677715,35.37810263,1458.849462,0,1636.021505,75.52688172,0,169.8387097,0,677.6021505,55.01506706,55.6629164,38.64015232,19.11096873,27.86319488,10.64746288,0,31.21184026
571,BP 110/02 (717221),ZSK 70.5,23010010,18:00,73.84,4.26,22.3,50.1,01.12.2022 18:45:00,02.12.2022 01:00:00,12/2/2022 18:00,185.5659341,185.032967,170.0637363,144.8549451,145.0483516,144.9164835,188.9065934,162.3285714,100.1956044,175.0549451,157.1681319,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,799.9718728,800,480.8079424,0,314.3659164,3.19941256,0,1.597566088,0,0,480.801147,0,314.40155,3.200008,0,1.597227,0,0,358.9274725,360,78.46483516,202.3395604,174.8406593,3.549450549,66.47691827,0,49.68922863,5.534725088,0,12.8883512,0,0,723.3330333,375.539612,632.9599086,57.84407999,24.517002,12.60918719,94.348785,65.541809,1993.362637,0,1489.791209,343.1208791,0,384.8461538,0,0,47.11327524,50.80426336,52.66995724,13.82620645,21.17066498,7.913171352,0,0
572,BP 110/02 (717221),ZSK 70.4,23010010,18:00,75.89,3.53,21.19,46.51,01.12.2022 18:45:00,02.12.2022 01:00:00,12/2/2022 18:00,184.8615385,184.9615385,191.9857143,145.1153846,145.067033,145.0010989,165.0461538,155.0197802,100.0065934,171.5010989,153.7527473,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,799.9744109,799.999939,480.7804519,0,314.3959968,3.201077714,0,1.598144121,0,0,480.799988,0,314.399994,3.2,0,1.6,0,0,359.1516484,360,75.85714286,22.73296703,216.6736264,5,50.47802031,0,50.94593237,4.545714066,0,31.72966878,0,0,951.3926372,571.139282,617.0351603,70.33313511,22.211742,4.935887451,250,96.193359,1513.67033,0,1527.879121,136.2417582,0,950.1978022,0,0,47.21340002,16.89354936,52.81327092,14.062661,21.15552916,7.801067275,0,0
573,BP 110/02 (717221),ZSK 70.8,23010001,6:00,74.72,4.41,22.34,49.9,06.12.2022 08:00:00,07.12.2022 09:40:00,12/7/2022 6:00,179.2779527,170.0173228,155.1212598,145.0897629,145.4503936,145.114173,130.7314957,140.1606293,90.82677158,17.99763778,17.8047244,0,0,0,180,170,155,145,145,145,130,140,90,18,18,0,0,0,1208.286808,1208.205078,721.1881459,0,464.4929493,9.599478787,8.195075008,0,4.799567362,0,721.203064,0,464.401978,9.600039,8.2,0,4.80002,0,534.9257582,535,89.81233854,180.5905517,16.85905512,0.397630969,69.69389162,0,61.88567963,13.04316566,14.95944565,0,35.73463442,0,1035.347069,574.215393,750.3105258,73.66727146,55.0084725,8.568289,13.45176406,0,2090.354331,0,1856.283465,390.7637795,448.2992126,0,1071.551181,0,52.18724657,-1.779,59.38442824,20.57269392,29.10416672,-0.004086614,9.049126425,0
574,BP 110/02 (717221),ZSK 70.5,23010011,6:14,75.87,3.45,20.3,44.87,06.12.2022 08:00:00,07.12.2022 09:40:00,12/7/2022 6:14,180.0733333,179.9155556,169.94,139.9844444,139.9033333,139.9422222,190.5722222,161.8933333,99.96888889,175.4033333,157.9422222,0,0,0,180,180,170,140,140,140,183,160,100,150,140,0,0,0,808.0087321,808,400.0034579,93.59587764,298.4003024,4.001176322,8.001988867,4.000576367,0,0,400,93.599998,298.400024,4,8,4,0,0,363.5955556,365,77.94111111,202.7311111,175.0833333,3.58,54.49755381,24.70311012,47.46644298,6.225555322,22.49622147,32.85777573,0,0,725.5827474,379.2954563,627.9894192,64.28653373,35.15775806,12.07105312,94.348785,65.541809,1634.266667,740.4111111,1423.611111,387.1666667,674.6555556,985.4555556,0,0,47.60270987,47.0232965,53.29565482,15.2450217,19.29825701,7.3126989,0,0
575,BP 110/02 (717221),ZSK 70.9,23010011,6:14,77.92,3.24,20.56,44.26,06.12.2022 08:00:00,07.12.2022 09:40:00,12/7/2022 6:14,177.3702292,179.9007635,169.8381677,139.9580153,139.9503818,139.7816792,179.9648859,159.6641215,99.93206118,182.3282439,170.0908392,0,0,0,180,180,170,140,140,140,180,160,100,150,140,0,0,0,808.0192298,808,400.0061413,93.61241785,298.4048187,4.000768405,8.001829122,4.000502977,0,0,400,93.599998,298.399994,4,8,4,0,0,364.8707731,365,84.57873631,24.20000002,214.2297707,22.22316094,40.30067137,7.812692977,52.85653672,4.861544366,17.64524744,9.233976298,0,0,992.6201698,1197.678593,564.8742815,82.25814236,45.31881244,43.28246692,37.677715,35.647915,1208.557252,233.7862595,1585.229008,145.1984733,528.8549618,276.4274809,0,0,54.18288037,35.47651329,37.46524606,21.05073377,21.36860412,9.737229511,0,29.44980295
576,BP 110/02 (717221),ZSK 70.4,23010012,18:00,77.44,3.06,19.99,43.3,06.12.2022 08:00:00,07.12.2022 09:40:00,12/6/2022 18:00,180.026087,180.0630435,195.176087,146.3271739,146.5597826,139.9565217,179.9923913,160.0184783,100.0163043,176.2369565,157.4478261,0,0,0,180,180,170,140,140,140,180,160,100,152,144,0,0,0,808.0240067,808,399.9963717,93.61750165,298.4188889,3.998711783,7.996850663,3.999760598,0,0,400,93.599998,298.399994,4,8,4,0,0,365.1815217,365,73.06630435,26.74021739,218.3771739,4.688043478,42.11260735,15.55326035,50.36152011,6.124999739,36.88238948,38.23108498,0,0,949.775047,602.8981708,592.7700899,65.6528203,21.32150512,10.53239712,250,96.193359,1262.75,465.9347826,1510.26087,183.7608696,1105.706522,1146.413043,0,0,47.2638319,47.06603825,52.26726336,13.9668297,21.48933022,5.17866937,0,0
577,BP 110/02 (717221),ZSK 70.5,23010012,18:00,75.87,3.55,22.77,49.28,07.12.2022 09:40:00,08.12.2022 12:25:00,12/7/2022 18:00,180.0622222,180.0011111,169.9622222,140.03,140.01,140.09,189.9877778,162.6611111,100.02,175.1444444,156.9777778,0,0,0,180,180,170,140,140,140,183,160,100,150,140,0,0,0,807.9819546,808,400.0141784,93.59568971,298.3758904,4.000535867,8.0013962,3.999052911,0,0,400,93.599998,298.400024,4,8,4,0,0,363.4244444,365,76.70222222,202.7566667,174.9122222,3.701111111,55.07222014,24.78266586,48.50244248,7.000888711,22.79088776,36.41710909,0,0,726.5061184,377.3579929,615.1230116,57.39820514,34.8574836,11.08039224,94.348785,65.541809,1651.311111,742.9444444,1454.355556,434.7555556,683.5,1091.933333,0,0,47.18670886,48.35752638,53.82757511,13.41462389,18.05206824,4.773638767,0,0
578,BP 110/02 (717221),ZSK 70.9,23010012,18:00,78.02,2.84,21.2,44.96,07.12.2022 09:40:00,08.12.2022 12:25:00,12/7/2022 18:00,179.0923663,179.9213738,169.9389314,140.0465644,140.0190842,140.1312975,180.0145042,159.4671744,99.90381664,183.5977103,172.1770994,0,0,0,180,180,170,140,140,140,180,160,100,150,140,0,0,0,808.0338251,808,400.0268347,93.59895337,298.4060417,4.000716198,8.000577405,3.999394305,0,0,400,93.599998,298.399994,4,8,4,0,0,364.8699345,365,83.87443715,24.13358792,214.8519075,21.65688185,40.59292646,7.814991931,53.11360632,5.136576351,17.18620464,9.183400962,0,0,985.5271816,1197.856827,561.8039663,77.84249336,46.5342973,43.57710429,37.677715,35.647915,1217.335878,234.0610687,1592.946565,153.6183206,515.0610687,274.9770992,0,0,55.07211704,37.11842927,38.61220784,21.40877966,33.69066547,9.833908824,0,29.39026849
579,BP 110/02 (717221),ZSK 70.8,23010001,18:00,75.87,3.67,21.23,46.72,07.12.2022 09:40:00,08.12.2022 12:25:00,12/7/2022 18:00,180.1539682,169.805556,155.1166669,145.0960311,145.4230163,145.1134921,130.704762,139.9396823,90.94285741,20.57936499,20.39603182,0,0,0,180,170,155,145,145,145,130,140,90,18,18,0,0,0,1208.368496,1208.205078,721.225182,0,464.5381003,9.598461,8.201277341,0,4.799792651,0,721.203064,0,464.401978,9.600039,8.2,0,4.80002,0,534.9423363,535,89.29239913,180.6706349,19.82857121,0.303245262,70.62350606,0,67.94979277,13.3191214,13.92880537,0,37.5308236,0,1020.842554,574.215393,682.840706,72.16344511,58.8164696,8.568289,12.80146173,0,2118.142857,0,2037.936508,399.0238095,417.3015873,0,1125.492063,0,52.1560262,-1.779,59.54612975,13.31046894,31.51063648,0.009460317,5.00968254,0
580,BP 110/02 (717221),ZSK 70.8,23010001,18:00,74.69,4.41,22.29,49.83,07.12.2022 09:40:00,08.12.2022 12:25:00,12/7/2022 18:00,180.1539682,169.805556,155.1166669,145.0960311,145.4230163,145.1134921,130.704762,139.9396823,90.94285741,20.57936499,20.39603182,0,0,0,180,170,155,145,145,145,130,140,90,18,18,0,0,0,1208.368496,1208.205078,721.225182,0,464.5381003,9.598461,8.201277341,0,4.799792651,0,721.203064,0,464.401978,9.600039,8.2,0,4.80002,0,534.9423363,535,89.29239913,180.6706349,19.82857121,0.303245262,70.62350606,0,67.94979277,13.3191214,13.92880537,0,37.5308236,0,1020.842554,574.215393,682.840706,72.16344511,58.8164696,8.568289,12.80146173,0,2118.142857,0,2037.936508,399.0238095,417.3015873,0,1125.492063,0,52.1560262,-1.779,59.54612975,13.31046894,31.51063648,0.009460317,5.00968254,0
581,BP 110/02 (717221),ZSK 70.8,23010002,6:00,74.22,4.6,22.84,51.19,08.12.2022 12:25:00,09.12.2022 14:30:00,12/9/2022 6:00,179.3352001,169.8199995,154.9672,144.9423997,145.4239995,145.0415997,130.8272003,140.0304001,90.8391999,18.90159994,18.64159978,0,0,0,180,170,155,145,145,145,130,140,90,18,18,0,0,0,1208.11013,1208.167358,721.1926273,0,464.3497332,9.600413456,8.202145784,0,4.7678654,0,721.200012,0,464.399994,9.6,8.2,0,4.767422,0,534.9413086,535,89.66900398,180.7007994,17.49999998,0.303935184,70.09237899,0,61.63747537,12.43370793,15.22491835,0,35.95879989,0,1029.296406,574.215393,754.6565913,77.23670432,53.82480786,8.568289,13.27209063,0,2102.328,0,1848.68,372.52,456.304,0,1078.296,0,52.46998638,-1.779,58.30858687,17.71509677,32.13784157,-0.001264,7.625232208,0
582,BP 110/02 (717221),ZSK 70.8,23010002,6:13,73.83,4.37,21.91,49.52,08.12.2022 12:25:00,09.12.2022 14:30:00,12/9/2022 6:13,180.0404761,169.9499993,154.846825,145.1214286,145.4960315,145.1674602,130.8166661,140.113492,90.81666646,18.75000008,18.70079333,0,0,0,180,170,155,145,145,145,130,140,90,18,18,0,0,0,1208.104975,1208.167358,721.1853695,0,464.3406949,9.600333294,8.195503357,0,4.767536968,0,721.200012,0,464.399994,9.6,8.2,0,4.767422,0,534.9365234,535,89.59193645,180.3190472,17.91666666,0.284242254,70.18029263,0,62.15071387,12.47879532,15.42996398,0,36.13683275,0,1028.103516,574.215393,748.979295,76.98840067,53.35818182,8.568289,13.20471279,0,2104.944444,0,1864.238095,373.8968254,462.4126984,0,1083.626984,0,52.00229621,-1.779,58.40652654,15.63655631,30.36577133,0.004587302,6.592674698,0
583,BP 110/02 (717221),ZSK 70.5,23010013,6:14,76.17,3.5,22.05,47.85,08.12.2022 12:25:00,09.12.2022 14:30:00,12/9/2022 6:14,179.9777778,179.9377778,170.0466667,139.9222222,140.09,139.8744444,189.8811111,166.3077778,100.0233333,173.0244444,155.2344444,0,0,0,180,180,170,140,140,140,183,160,100,150,140,0,0,0,807.9856595,808,400.0005222,93.60023483,298.3934468,3.998938056,8.000731233,3.997002289,0,0,400,93.599998,298.400024,4,8,4,0,0,363.4555556,365,77.01777778,202.2244444,172.5866667,3.941111111,54.53866523,23.83799909,47.26710917,6.708888611,29.95133252,27.0242212,0,0,733.5537407,392.6263285,632.2789619,59.65475672,26.68081012,14.60121722,94.348785,65.541809,1635.477778,714.5444444,1417.255556,416.2333333,897.8333333,810.9666667,0,0,47.69056237,47.37157492,53.26922347,16.30592469,20.99547881,7.825516367,0,0
584,BP 110/02 (717221),ZSK 70.4,23010015,18:00,78.37,2.22,17.02,36.83,12.12.2022 12:00:00,12.12.2022 20:45:00,12/12/2022 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,BP 110/02 (717221),ZSK 70.5,23010015,18:00,76.91,2.54,19.19,41.6,12.12.2022 08:30:00,12.12.2022 20:45:00,12/12/2022 18:00,185.0098901,185.0868132,170.0164835,145.010989,145.0087912,145.0494505,185.7373626,161.6978022,100.0120879,171.4703297,153.8692308,0,0,0,185,185,170,145,145,145,165,155,100,150,145,0,0,0,800.0060599,800.000061,480.8040879,0,309.6100893,6.399534044,0,3.20044544,0,0,480.799988,0,309.600006,6.4,0,3.2,0,0,358.7846154,360,77.84725275,199.3054945,170.9857143,3.720879121,65.56285312,0,48.12812978,10.55714251,0,25.49626292,0,0,732.6158796,379.281128,642.4288518,60.69102423,22.373993,12.60143537,94.348785,65.541809,1965.934066,0,1442.912088,655.5054945,0,764.1758242,0,0,47.95982495,0.726671868,52.55016351,12.48758416,17.80498719,7.014941802,0,0
