,Produktname,Line,Charge,Uhrzeit,L,a,b,YI,Beginn,Ende,current_time,Temperatures_Reg02_Sps_Istwert,Temperatures_Reg03_Sps_Istwert,Temperatures_Reg04_Sps_Istwert,Temperatures_Reg05_Sps_Istwert,Temperatures_Reg06_Sps_Istwert,Temperatures_Reg07_Sps_Istwert,Temperatures_Reg08_Sps_Istwert,Temperatures_Reg09_Sps_Istwert,Temperatures_Reg10_Sps_Istwert,Temperatures_Reg11_Sps_Istwert,Temperatures_Reg12_Sps_Istwert,Temperatures_Reg13_Sps_Istwert,Temperatures_Reg14_Sps_Istwert,Temperatures_Reg15_Sps_Istwert,Temperatures_Reg02_Pc_Sollwert,Temperatures_Reg03_Pc_Sollwert,Temperatures_Reg04_Pc_Sollwert,Temperatures_Reg05_Pc_Sollwert,Temperatures_Reg06_Pc_Sollwert,Temperatures_Reg07_Pc_Sollwert,Temperatures_Reg08_Pc_Sollwert,Temperatures_Reg09_Pc_Sollwert,Temperatures_Reg10_Pc_Sollwert,Temperatures_Reg11_Pc_Sollwert,Temperatures_Reg12_Pc_Sollwert,Temperatures_Reg13_Pc_Sollwert,Temperatures_Reg14_Pc_Sollwert,Temperatures_Reg15_Pc_Sollwert,Feeder_DosSum_Sps_Durchsatz_Istwert,Feeder_DosSum_Pc_Durchsatz_Sollwert,Feeder_Dos01_Sps_Durchsatz_Istwert,Feeder_Dos02_Sps_Durchsatz_Istwert,Feeder_Dos03_Sps_Durchsatz_Istwert,Feeder_Dos04_Sps_Durchsatz_Istwert,Feeder_Dos05_Sps_Durchsatz_Istwert,Feeder_Dos06_Sps_Durchsatz_Istwert,Feeder_Dos07_Sps_Durchsatz_Istwert,Feeder_Dos08_Sps_Durchsatz_Istwert,Feeder_Dos01_Pc_Durchsatz_Sollwert,Feeder_Dos02_Pc_Durchsatz_Sollwert,Feeder_Dos03_Pc_Durchsatz_Sollwert,Feeder_Dos04_Pc_Durchsatz_Sollwert,Feeder_Dos05_Pc_Durchsatz_Sollwert,Feeder_Dos06_Pc_Durchsatz_Sollwert,Feeder_Dos07_Pc_Durchsatz_Sollwert,Feeder_Dos08_Pc_Durchsatz_Sollwert,Misc_Hat_Sps_Drehzahl_Istwert,Misc_Hat_Pc_Drehzahl_Sollwert,Misc_Hat_Sps_Drehmoment_Istwert,Temperatures_AE_Materialtemperatur01,Temperatures_AE_Materialtemperatur02,Misc_Mtd01_Sps_Istwert,Feeder_Dos01_Sps_MotorStellwert,Feeder_Dos02_Sps_MotorStellwert,Feeder_Dos03_Sps_MotorStellwert,Feeder_Dos04_Sps_MotorStellwert,Feeder_Dos05_Sps_MotorStellwert,Feeder_Dos06_Sps_MotorStellwert,Feeder_Dos07_Sps_MotorStellwert,Feeder_Dos08_Sps_MotorStellwert,Feeder_Dos01_Sps_Dosierfaktor,Feeder_Dos02_Sps_Dosierfaktor,Feeder_Dos03_Sps_Dosierfaktor,Feeder_Dos04_Sps_Dosierfaktor,Feeder_Dos05_Sps_Dosierfaktor,Feeder_Dos06_Sps_Dosierfaktor,Feeder_Dos07_Sps_Dosierfaktor,Feeder_Dos08_Sps_Dosierfaktor,Feeder_Dos01_Sps_MotorDrehzahl,Feeder_Dos02_Sps_MotorDrehzahl,Feeder_Dos03_Sps_MotorDrehzahl,Feeder_Dos04_Sps_MotorDrehzahl,Feeder_Dos05_Sps_MotorDrehzahl,Feeder_Dos06_Sps_MotorDrehzahl,Feeder_Dos07_Sps_MotorDrehzahl,Feeder_Dos08_Sps_MotorDrehzahl,Feeder_Dos01_Sps_Nettogewicht,Feeder_Dos02_Sps_Nettogewicht,Feeder_Dos03_Sps_Nettogewicht,Feeder_Dos04_Sps_Nettogewicht,Feeder_Dos05_Sps_Nettogewicht,Feeder_Dos06_Sps_Nettogewicht,Feeder_Dos07_Sps_Nettogewicht,Feeder_Dos08_Sps_Nettogewicht
10,BP 110/02 (717221),ZSK 70.9,22010374,6:00,75.91,3.7,21.98,48.04,02.05.2022 22:45:00,03.05.2022 16:20:00,5/3/2022 6:00,185.0324138,184.8931034,169.6937926,144.7227586,144.8399997,144.8248275,165.0179308,154.2648274,99.9558619,177.4489657,165.0986202,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,808.003069,808,480.8072895,0,308.0011765,7.999718442,0,3.199647825,0,7.997982995,480.7999878,0,308,8,0,3.200000048,0,8,369.88618,370,81.87643117,191.2337938,209.2972422,21.28242739,50.56306557,0,50.17344376,3.534525653,0,9.443723994,0,25.23077589,951.0892814,1389.105225,613.8878856,226.3450738,24.38117218,33.91928053,140.9575653,31.71690536,1516.42069,0,1504.786207,105.537931,0,282.8344828,0,756.4206897,52.28744388,34.69097403,45.42238141,19.87946304,25.65431149,10.05305569,-0.009089656,41.17182265
11,BP 110/02 (717221),ZSK 70.8,22010349,6:00,72.64,5.01,22.83,52.36,02.05.2022 22:30:00,03.05.2022 08:15:00,5/3/2022 6:00,180.5617016,169.7893614,155.5638301,125.4978723,137.0560302,125.8709221,125.8134755,175.4028366,91.24184396,13.9439715,14.45319154,0,0,0,180,170,155,125,125,125,125,140,90,16,19,0,0,0,1309.041006,1309,781.3051775,0,500.5417193,13.00039785,8.999695873,0,5.198949601,0,781.2999268,0,500.5,13,9,0,5.199999809,0,579.9272253,580,88.4780689,182.6092199,15.2858156,0.330292062,79.23773431,0,62.65233477,14.84079678,16.47608305,0,37.95264137,0,986.1229179,574.2153931,799.360113,87.56749725,54.64962046,8.568288803,13.74222715,0,2376.624113,0,1879.014184,444.7234043,493.7588652,0,1138.049645,0,54.52424375,-1.779000044,63.9079816,20.99206485,33.6471434,-0.048751775,10.8353622,0
12,BP 110/02 (717221),ZSK 70.4,22010376,6:00,75.91,3.74,22.49,48.95,02.05.2022 22:30:00,03.05.2022 08:15:00,5/3/2022 6:00,185.1287356,185.0068966,170.0482759,144.9896552,145.0126437,144.9873563,165.0034483,155.0126437,100.0045977,170.1057471,153.3022989,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,699.9901312,699.999939,420.6979524,0,269.4957949,7.000404818,0,2.788040852,0,0,420.6999512,0,269.4999695,7,0,2.799999952,0,0,340.2390805,340,67.05862069,25.84482759,214.6275862,4.904597701,46.26436676,0,41.48597498,7.340459615,0,4.400689487,0,0,909.9244343,646.7991943,650.067742,95.49959591,36.24555969,60.47678489,250,96.19335938,1387.195402,0,1243.83908,222.1494253,0,131.7471264,0,0,47.19288206,48.35782036,48.67711648,18.17978287,18.72862296,13.82054305,0,0
13,BP 110/02 (717221),ZSK 70.5,22010376,6:00,75.42,4,22.68,49.76,02.05.2022 22:30:00,03.05.2022 08:15:00,5/3/2022 6:00,184.9406593,184.8912088,169.9087912,145.021978,144.9582418,145.0241758,185.3967033,161.3307692,99.96703297,170.9362637,152.9604396,0,0,0,185,185,170,145,145,145,165,155,100,150,144,0,0,0,800.0431109,800,480.7901061,0,308.0443632,8.000406422,0,3.19967371,0,0,480.7999878,0,308.0000305,8,0,3.200000286,0,0,358.7351648,360,75.60659341,199.4769231,170.5659341,3.610989011,69.48812933,0,52.27054755,9.463516005,0,9.54791178,0,0,691.5095456,406.6065063,588.6655649,84.38501798,34.46990967,33.45946788,94.3487854,65.54180908,2083.505495,0,1567.516484,585.8351648,0,285.7912088,0,0,47.0667878,39.68421852,52.96805799,18.41423542,48.47636984,9.544555014,0,0
14,BP 110/02 (717221),ZSK 70.9,22010376,6:00,76.25,3.33,21.37,46.47,03.05.2022 16:20:00,04.05.2022 13:00:00,5/4/2022 6:00,184.9625008,184.9562501,169.9090281,144.820833,144.7277772,144.55625,165.0027776,154.5111106,99.90416691,178.4145825,166.7069432,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,808.039644,808,480.8458915,0,307.9838755,8.003763735,0,3.201881674,0,8.003397528,480.7999878,0,308,8,0,3.200000048,0,8,359.862264,360,83.0531311,189.5861114,209.4576395,21.26484942,49.4321616,0,49.13175684,3.552868591,0,9.450536417,0,25.33967314,972.651165,1389.105225,626.7117496,224.8213308,27.46586609,33.86193034,140.9575653,31.49743501,1482.493056,0,1473.486111,106.1944444,0,283.0277778,0,759.6666667,52.32787755,34.7033559,45.26427984,20.51281348,29.45789027,9.807222664,0.112486116,41.6080992
15,BP 110/02 (717221),ZSK 70.4,22010376,6:00,75.83,3.87,22.64,49.38,16.11.2022 00:00:00,16.11.2022 00:00:00,11/16/2022 6:00,180.0265823,180.1379747,194.4886076,146.2379747,146.6227848,140.043038,180.0316456,160.021519,99.97848101,168.8164557,152.9063291,0,0,0,180,180,170,140,140,140,180,160,100,150,141,0,0,0,808.0278884,808.0076904,400.0791317,93.36946222,298.5863763,3.999948496,7.995743317,3.997320169,0,0,400.0838318,93.36089325,298.5628662,4,8.000076294,4.000038147,0,0,364.3835443,365,73.93670886,30.28101266,218.3392405,5.015189873,38.47645434,16.57265752,51.43949147,6.485822545,37.25898492,32.51240366,0,0,1038.8703,562.0858216,579.2086197,61.62887477,21.33766913,12.27316755,250,96.19335938,1153.620253,496.4177215,1542.278481,194.7468354,1117.962025,974.556962,0,0,47.24987957,47.50093166,52.37395274,16.2267007,22.65854345,8.029111741,0,0
16,BP 110/02 (717221),ZSK 70.5,22010378,6:00,76.03,3.86,21.72,47.68,04.05.2022 02:00:00,04.05.2022 14:35:00,5/4/2022 6:00,184.9804348,184.9478261,169.95,144.9771739,145.0086957,145.0086957,187.276087,162.648913,99.97934783,172.3173913,153.9728261,0,0,0,185,185,170,145,145,145,165,156,100,150,140,0,0,0,799.958648,800,480.8020285,0,307.9350586,7.999475997,0,3.199991185,0,0,480.7999878,0,308.0000305,8,0,3.200000286,0,0,358.8152174,360,77.23913043,200.0173913,171.998913,3.607608696,67.63282411,0,49.84652005,9.45195621,0,9.416086425,0,0,710.6429961,406.6065063,615.4929889,84.51736915,34.46990967,33.92998256,94.3487854,65.54180908,2028.217391,0,1494.815217,583.2717391,0,281.9456522,0,0,46.75107127,39.75292355,52.98629462,16.86274197,48.01489714,8.850580962,0,0
17,BP 110/02 (717221),ZSK 70.4,22010377,18:00,75.61,3.99,23.27,50.67,04.05.2022 02:00:00,04.05.2022 14:35:00,5/4/2022 18:00,185.0465116,184.9965116,170.0186047,144.9825581,144.9965116,144.9848837,165.0011628,155.0151163,99.9755814,169.5197674,152.8860465,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,699.9774936,699.999939,420.6926759,0,269.4932137,6.999047224,0,2.794214687,0,0,420.6999512,0,269.4999695,7,0,2.799999952,0,0,339.9348837,340,68.42209302,29.75348837,215.0465116,5,45.49837033,0,40.90511437,7.17813911,0,5.181162574,0,0,924.3266048,646.7991943,660.2612376,97.38719639,36.24555969,52.1736177,250,96.19335938,1364.255814,0,1226.406977,216.2325581,0,155.1395349,0,0,46.99042467,48.35577428,48.05210805,11.31032722,18.35249453,11.4520328,0,0
18,BP 110/02 (717221),ZSK 70.5,22010377,18:00,75.92,3.83,23.07,50.02,04.05.2022 02:00:00,04.05.2022 14:35:00,5/4/2022 18:00,185.3362637,185.0010989,169.9846154,144.9626374,144.9813187,145.0417582,186.6021978,163.0197802,99.95714286,170.8307692,152.2857143,0,0,0,185,185,170,145,145,145,165,156,100,150,140,0,0,0,799.9476587,800,480.7872898,0,307.9607799,7.99942135,0,3.201589925,0,0,480.7999878,0,308.0000305,8,0,3.200000286,0,0,358.9912088,360,77.35604396,200.1736264,170.7043956,3.607692308,68.94966545,0,51.20878945,9.482417201,0,9.460439179,0,0,696.8586278,406.6065063,600.6296239,84.13387123,34.46990967,33.88317343,94.3487854,65.54180908,2067.505495,0,1535.923077,584.3296703,0,283.0879121,0,0,47.07069514,39.8779644,52.65682413,11.36574902,47.79662751,7.044882429,0,0
19,BP 110/02 (717221),ZSK 70.9,22010377,18:00,76.31,3.5,21.99,47.69,04.05.2022 02:00:00,04.05.2022 14:35:00,5/4/2022 18:00,185.2258754,184.8454545,169.8118884,144.6349647,144.7419588,144.6867135,164.9776226,154.4748256,100.0293706,179.1426585,167.9195802,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,807.9882847,808,480.8025079,0,307.9843616,8.000148553,0,3.199309651,0,8.000102033,480.7999878,0,308,8.000000954,0,3.200000048,0,8,359.8514157,360,83.06585992,190.5244753,209.6888115,21.42923637,49.68524687,0,49.57708444,3.574609488,0,9.748599479,0,25.97214144,967.8066573,1389.105225,621.4970157,223.7696071,27.46586609,32.88216502,140.9575653,30.81393917,1490.034965,0,1486.853147,106.8321678,0,291.9300699,0,778.7342657,52.30024034,34.67355419,45.27260347,21.05914783,29.36048374,11.03651101,0.122167838,40.46547027
20,BP 110/02 (717221),ZSK 70.8,22010350,18:00,73.4,4.82,22.99,52.07,05.05.2022 02:30:00,05.05.2022 17:15:00,5/5/2022 18:00,178.7126768,169.7873236,155.6859148,125.5521127,137.2147889,125.9070424,125.9007044,175.4880289,91.15774665,21.83380279,21.62535239,0,0,0,180,170,155,125,125,125,125,140,90,16,19,0,0,0,1309.056302,1309,781.2988849,0,500.5586486,12.99967699,8.999527797,0,5.199525262,0,781.2999268,0,500.5,13,9,0,5.199999809,0,579.9192617,580,87.92487346,182.9901411,21.63591601,0.43662583,77.47023693,0,61.5412372,15.48341252,15.56755036,0,40.68219349,0,1008.922101,574.2153931,812.4890365,84.00118019,57.83889644,8.568288803,12.78504666,0,2323.570423,0,1845.852113,464.0070423,466.5704225,0,1219.866197,0,54.5050729,-1.779000044,64.03034828,13.90877531,28.97998016,-0.016197184,7.501613026,0
21,BP 110/02 (717221),ZSK 70.8,22010350,6:00,71.77,5.5,22.88,53.38,04.05.2022 14:35:00,05.05.2022 02:30:00,5/5/2022 6:00,179.7302818,169.6309861,155.6640844,125.5084507,137.3436609,125.9197182,125.8366196,176.6302812,91.27746507,15.97183099,16.85633807,0,0,0,180,170,155,125,125,125,125,140,90,16,19,0,0,0,1309.050444,1309,781.3398248,0,500.5106631,13.00183631,9.001982286,0,5.200187062,0,781.2999268,0,500.5,13,9,0,5.199999809,0,579.9220985,580,88.48780672,182.965493,17.72605638,0.479264476,79.59455823,0,58.89089302,15.26279758,17.18573879,0,39.40520219,0,981.2673718,574.2153931,850.9421748,85.14316822,52.39163012,8.568288803,13.1903576,0,2387.309859,0,1766.225352,457.443662,515,0,1181.676056,0,54.30914336,-1.779000044,64.01577756,21.86606442,31.3494873,-0.031852114,11.08312023,0
22,BP 110/02 (717221),ZSK 70.4,22010387,6:00,74.05,4.88,24.2,53.88,04.05.2022 14:35:00,05.05.2022 02:30:00,5/5/2022 6:00,184.9517647,184.9635294,169.9847059,145.0035294,145.0070588,145.0882353,164.9929412,155.0352941,99.98588235,164.7211765,148.4811765,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,699.0225859,699.0137939,420.1056964,0,269.1154053,6.988989628,0,2.804898829,0,0,420.1031189,0,269.1176147,6.990068913,0,2.802965641,0,0,340.1823529,340,67.48117647,24.28705882,212.8023529,5,46.32399893,0,41.32635139,7.035999747,0,3.992940981,0,0,907.4528521,646.7991943,651.9904685,98.38200235,36.24555969,68.67829572,250,96.19335938,1388.988235,0,1239.011765,211.4117647,0,119.0588235,0,0,47.27805104,48.41961383,47.22008398,18.73654274,18.14400944,11.93596317,0,0
23,BP 110/02 (717221),ZSK 70.5,22010387,6:00,76.28,3.9,22.49,48.93,04.05.2022 14:35:00,05.05.2022 02:30:00,5/5/2022 6:00,185.1413043,185.0021739,169.9804348,144.9706522,145.0130435,144.9826087,187.4032609,162.5315217,99.99565217,171.0706522,151.3021739,0,0,0,185,185,170,145,145,145,165,156,100,150,140,0,0,0,800.052059,800,480.8167492,0,308.0342221,7.999543833,0,3.199050706,0,0,480.7999878,0,308.0000305,8,0,3.200000286,0,0,358.9923913,360,76.96304348,200,170.8706522,3.608695652,69.72260367,0,52.044998,9.50282582,0,9.4834778,0,0,688.4121187,406.6065063,593.6772461,84.00090574,34.46990967,33.58280198,94.3487854,65.54180908,2090.771739,0,1560.858696,587.0434783,0,283.9565217,0,0,47.11253042,39.76887512,53.19724589,18.77270433,47.5157178,9.043870636,0,0
24,BP 110/02 (717221),ZSK 70.4,22010386,18:00,75.95,4.12,22.66,49.59,04.05.2022 13:00:00,05.05.2022 07:30:00,5/4/2022 18:00,185.0465116,184.9965116,170.0186047,144.9825581,144.9965116,144.9848837,165.0011628,155.0151163,99.9755814,169.5197674,152.8860465,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,699.9774936,699.999939,420.6926759,0,269.4932137,6.999047224,0,2.794214687,0,0,420.6999512,0,269.4999695,7,0,2.799999952,0,0,339.9348837,340,68.42209302,29.75348837,215.0465116,5,45.49837033,0,40.90511437,7.17813911,0,5.181162574,0,0,924.3266048,646.7991943,660.2612376,97.38719639,36.24555969,52.1736177,250,96.19335938,1364.255814,0,1226.406977,216.2325581,0,155.1395349,0,0,46.99042467,48.35577428,48.05210805,11.31032722,18.35249453,11.4520328,0,0
25,BP 110/02 (717221),ZSK 70.5,22010386,18:00,76.62,3.65,22.42,48.43,16.11.2022 01:00:00,16.11.2022 02:30:00,11/16/2022 18:00,180.0666667,179.9533333,169.9677778,140.0155556,140.0055556,140.0011111,189.9277778,162.3833333,99.99444444,173.6588889,154.8988889,0,0,0,180,180,170,140,140,140,180,162,100,150,140,0,0,0,808.0807359,808.0008545,400.117294,93.35282288,298.5811761,3.999744336,8.001311853,4.000724358,0,0,400.0799866,93.35990143,298.5596619,3.999995947,8.001290321,3.999995947,0,0,363.1644444,365,75.54111111,203.4133333,173.5033333,3.742222222,53.36999791,26.71977675,48.00422058,6.343110879,16.44066597,30.69199905,0,0,749.7954997,349.2316169,621.2768921,63.03105901,48.47829412,13.1063313,94.3487854,65.54180908,1600.488889,801.0555556,1439.5,394.5888889,492.0444444,920.0111111,0,0,47.10506694,47.57388467,53.36499719,10.72009532,23.23631736,5.312252956,0,0
26,BP 110/02 (717221),ZSK 70.9,22010386,18:00,77.16,3.51,22.23,47.73,04.05.2022 13:00:00,05.05.2022 07:30:00,5/4/2022 18:00,185.2258754,184.8454545,169.8118884,144.6349647,144.7419588,144.6867135,164.9776226,154.4748256,100.0293706,179.1426585,167.9195802,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,807.9882847,808,480.8025079,0,307.9843616,8.000148553,0,3.199309651,0,8.000102033,480.7999878,0,308,8.000000954,0,3.200000048,0,8,359.8514157,360,83.06585992,190.5244753,209.6888115,21.42923637,49.68524687,0,49.57708444,3.574609488,0,9.748599479,0,25.97214144,967.8066573,1389.105225,621.4970157,223.7696071,27.46586609,32.88216502,140.9575653,30.81393917,1490.034965,0,1486.853147,106.8321678,0,291.9300699,0,778.7342657,52.30024034,34.67355419,45.27260347,21.05914783,29.36048374,11.03651101,0.122167838,40.46547027
27,BP 110/02 (717221),ZSK 70.8,22010354,18:00,71.96,5.39,24.01,55.15,16.11.2022 01:00:00,16.11.2022 02:30:00,11/16/2022 18:00,180.4151081,169.817266,154.9733813,144.9899281,145.5841724,145.0856117,130.748202,139.9661872,90.89136703,18.33597097,17.72589955,0,0,0,180,170,155,145,145,145,130,140,90,18,18,0,0,0,1208.418035,1208.199951,721.2060806,0,464.6123356,9.60106591,8.201078813,0,4.799642738,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9356452,535,89.66925093,180.8510792,16.49136671,0.517762868,64.81118599,0,63.74794986,12.91022324,12.45191741,0,36.58492507,0,1112.695516,574.2153931,728.2761692,74.23734448,65.79178372,8.568288803,13.13714428,0,1943.76259,0,1911.726619,386.7841727,373.0791367,0,1097.079137,0,51.89182249,-1.779000044,58.77452776,13.09161933,31.44970654,0.001366907,5.338467866,0
28,BP 110/02 (717221),ZSK 70.8,22010354,6:00,72.7,5.31,23.64,54.03,11.05.2022 03:30:00,11.05.2022 17:00:00,5/11/2022 6:00,179.8737575,169.8333333,155.5453905,125.4148935,134.2673778,125.8425532,125.7489363,180.8007096,91.32695051,19.80212754,20.38865234,0,0,0,180,170,155,125,125,125,125,140,90,16,19,0,0,0,1309.043809,1309,781.339378,0,500.4990799,12.99983078,9.000685225,0,5.199209802,0,781.2999268,0,500.5,13,9,0,5.199999809,0,579.927485,580,87.79831907,182.6021279,19.65886554,0.347991774,78.57034648,0,62.6144144,15.64554898,15.07834449,0,36.91850881,0,994.077174,574.2153931,800.5244474,83.13101846,59.63968082,8.568288803,14.10904593,0,2356.595745,0,1878.092199,468.8723404,451.8439716,0,1107.070922,0,52.14697414,-1.779000044,65.03710921,17.525632,28.66928509,-0.045531917,8.69229828,0
29,BP 110/02 (717221),ZSK 70.4,22010388,6:00,75.24,3.99,22.46,49.47,11.05.2022 03:30:00,11.05.2022 17:00:00,5/11/2022 6:00,184.8635294,185.1517647,169.9529412,144.9329412,146.6823529,145.0541176,164.8788235,154.9682353,99.96,165.0588235,148.8964706,0,0,0,185,185,170,145,145,145,165,155,100,150,144,0,0,0,699.9901963,700.0005493,420.6955423,0,269.4900771,7.000378339,0,2.806759812,0,0,420.7005005,0,269.5,7.000000477,0,2.800000191,0,0,348.3658824,350,67.53764706,29.97882353,213.4952941,5,45.90611644,0,40.70470375,7.577882071,0,5.623999786,0,0,915.5393583,646.7991943,660.1296329,92.71558066,36.24555969,47.33777663,250,96.19335938,1376.647059,0,1220.423529,228.4,0,168.1058824,0,0,47.15132716,48.38988971,48.5719118,18.1511248,16.9389271,10.19550633,0,0
30,BP 110/02 (717221),ZSK 70.9,22010388,6:00,77.61,2.73,20.63,44.04,10.05.2022 06:45:00,11.05.2022 17:15:00,5/11/2022 6:00,183.1847221,185.4750004,171.3611116,147.2562499,145.563194,146.5083329,166.7736101,156.9611118,99.9930555,146.1763887,138.506945,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,0,314.9444444,0,0,0,0,0,0,0,0,187.4075413,0,120.0530845,3.11826187,0,1.241804101,0,3.104510496,0,190,0,178.9625001,146.3187503,0.204103572,0,0,0,0,0,0,0,0,953.9417114,2206.295166,619.1061401,211.3147278,27.6391716,34.34607697,140.9575653,31.37553406,0,0,0,0,0,0,0,0,0.128291672,28.61280019,34.69789775,22.78727211,25.08266791,10.09284758,0.069145837,39.50181365
31,BP 110/02 (717221),ZSK 70.8,22010355,18:00,72.02,5.43,23.98,55.1,10.05.2022 17:15:00,11.05.2022 03:30:00,5/10/2022 18:00,179.1316908,168.8873244,155.4014085,125.6077467,133.4542255,125.8401407,125.5704225,179.4000001,91.06408466,25.3591549,25.9436619,0,0,0,180,170,155,125,125,125,125,140,90,16,19,0,0,0,1092.346218,1186.464789,667.731666,0,402.5273343,10.52265241,7.318546376,0,4.246895547,0,708.1626075,0,453.648306,11.78307272,8.157511896,0,4.713228906,0,579.9236459,580,74.87920197,181.2838027,26.60563371,0.338205449,67.15703349,0,51.78021673,12.29511526,11.84878553,0,29.53008704,0,989.6533392,574.2153931,778.634252,84.97871372,61.44009405,8.568288803,14.29226814,0,2010.422535,0,1543.521127,367.9929577,354.6126761,0,883.7042254,0,51.80634748,-1.779000044,64.19410872,24.11325469,32.17230445,-0.033802818,10.38521174,0
32,BP 110/02 (717221),ZSK 70.8,22010355,18:00,71.39,5.72,24.27,56.23,10.05.2022 17:15:00,11.05.2022 03:30:00,5/10/2022 18:00,179.1316908,168.8873244,155.4014085,125.6077467,133.4542255,125.8401407,125.5704225,179.4000001,91.06408466,25.3591549,25.9436619,0,0,0,180,170,155,125,125,125,125,140,90,16,19,0,0,0,1092.346218,1186.464789,667.731666,0,402.5273343,10.52265241,7.318546376,0,4.246895547,0,708.1626075,0,453.648306,11.78307272,8.157511896,0,4.713228906,0,579.9236459,580,74.87920197,181.2838027,26.60563371,0.338205449,67.15703349,0,51.78021673,12.29511526,11.84878553,0,29.53008704,0,989.6533392,574.2153931,778.634252,84.97871372,61.44009405,8.568288803,14.29226814,0,2010.422535,0,1543.521127,367.9929577,354.6126761,0,883.7042254,0,51.80634748,-1.779000044,64.19410872,24.11325469,32.17230445,-0.033802818,10.38521174,0
33,BP 110/02 (717221),ZSK 70.8,22010355,2:09,71.95,5.43,23.61,54.5,10.05.2022 01:30:00,11.05.2022 06:25:00,5/10/2022 2:09,179.9725354,169.8105634,155.4654932,125.5309858,134.8225343,125.8338029,125.687324,181.4035206,91.20140833,19.09014088,20.00140846,0,0,0,180,170,155,125,125,125,125,140,90,16,19,0,0,0,1309.107949,1309,781.2738381,0,500.6218369,13.00079299,8.996926348,0,5.199681876,0,781.2999268,0,500.5,13,9,0,5.199999809,0,579.9280301,580,87.99507249,182.3380287,20.19225425,0.597297611,76.04674353,0,65.33357104,15.4602493,14.78588548,0,34.40093473,0,1027.797042,574.2153931,765.0179701,84.04133257,60.99482214,8.568288803,15.11898375,0,2280.880282,0,1959.352113,463.3098592,443.0140845,0,1031.401408,0,54.3447844,-1.779000044,65.20153841,19.48889527,30.98143101,-0.043612678,7.078866522,0
34,BP 110/02 (717221),ZSK 70.8,22010356,6:00,71.35,5.61,23.63,55.04,10.05.2022 01:30:00,11.05.2022 06:25:00,5/10/2022 6:00,180.0076925,169.7531474,155.5020977,125.5293704,134.9734263,125.9055942,125.7160835,181.8006991,91.30909083,18.15314685,19.1454545,0,0,0,180,170,155,125,125,125,125,140,90,16,19,0,0,0,1308.867083,1309,781.3220654,0,500.3597013,13.00038806,9.000897694,0,5.198643964,0,781.2999268,0,500.5,13,9,0,5.199999809,0,579.9224213,580,87.81051956,182.2888109,18.43007006,0.221414869,77.23670437,0,66.63713122,15.51172377,15.39024204,0,34.67348005,0,1011.338726,574.2153931,754.9403593,83.83208919,58.50617599,8.568288803,15.01253143,0,2316.594406,0,1999.006993,464.8251748,461.2727273,0,1039.741259,0,54.28247113,-1.779000044,65.23071649,16.56321055,31.11724621,-0.045286716,7.845720655,0
35,BP 110/02 (717221),ZSK 70.4,22010390,6:00,74.96,4.49,23.86,52.46,12.05.2022 03:40:00,12.05.2022 14:30:00,5/12/2022 6:00,184.9670588,185.0964706,170,145.0023529,144.9976471,145.0482353,165.0047059,155.0082353,99.98235294,164.2529412,147.0047059,0,0,0,185,185,170,145,145,145,165,155,100,150,144,0,0,0,700.0181368,700.0005493,420.7203908,0,269.5024708,6.999490054,0,2.801298921,0,0,420.7005005,0,269.5,7.000000477,0,2.800000191,0,0,348.8976471,350,65.70588235,24.80352941,213.0235294,5.117647059,44.30023364,0,41.40988034,7.539293839,0,4.695764424,0,0,948.5374598,646.7991943,650.8544491,92.56643497,36.24555969,54.1303903,250,96.19335938,1328.305882,0,1241.517647,226.6,0,140.3411765,0,0,46.99989786,48.42222218,48.70455466,19.19577807,16.41392692,14.49097981,0,0
36,BP 110/02 (717221),ZSK 70.5,22010390,6:00,75.15,4.11,23.98,52.21,12.05.2022 03:40:00,12.05.2022 14:30:00,5/12/2022 6:00,185.0659341,185.0164835,169.9450549,145.2725275,145.021978,145.0230769,186.6362637,161.3516484,100.0142857,170.7538462,151.3901099,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,799.935074,800,480.8000944,0,307.9482288,7.999226885,0,3.200769529,0,0,480.7999878,0,308.0000305,8,0,3.200000286,0,0,358.5021978,360,74.22307692,199.810989,170.6978022,3.891208791,67.87779974,0,52.03802096,10.43076872,0,10.11318641,0,0,707.6511029,406.6065063,591.7343401,76.6089221,34.46990967,31.62073773,94.3487854,65.54180908,2035.406593,0,1560.901099,645.5494505,0,302.8461538,0,0,47.59113312,39.81587412,52.1431043,18.53632644,45.10099985,9.112254174,0,0
