"qs_merkmal_id","wertnum","bemerkg","csnr"
"198",NULL,NULL,"22800031"
"198",NULL,NULL,"22800031"
"100","0.13","Oktabin 16","22800031"
"100","0.11","Oktabin 18","22800031"
"100","0.1","Kanister Reklama 65 ","22800031"
"100",NULL,NULL,"22800031"
"100",NULL,NULL,"22800031"
"203","0.059","Oktabin 16","22800031"
"203","0.083","Oktabin 18","22800031"
"203","0.054","Kanister Reklama 65 ","22800031"
"209","38.0","TGA Oktabin 16","22800031"
"209","39.26","TGA Oktabin 18","22800031"
"209","38.75","Kanister Reklama 65 ","22800031"
"197","10.068","7+10 18.00 AA","22800050"
"197","10.724","10 06.00","22800050"
"197","12.38","7 06.00","22800050"
"197","10.224","7+10 06.00","22800050"
"197","10.123","MP","22800050"
"198","1.413","7+10 18.00 AA","22800050"
"198","1.406","10 06.00","22800050"
"198","1.413","7 06.00","22800050"
"198","1.415","7+10 06.00 AA","22800050"
"198","1.413","MP","22800050"
"100","0.13","7+10 18.00 AA","22800050"
"100","0.18","10 06.00","22800050"
"100","0.21","7 06.00","22800050"
"100","0.11","7+10 06.00 AA","22800050"
"100","0.11","MP ","22800050"
"188","0.0",NULL,"22800050"
"188","1.0",NULL,"22800050"
"203","0.016","7+10 18.00 AA","22800050"
"203","0.11","10 06.00","22800050"
"203","0.106","7 06.00","22800050"
"203","0.016","7+10 06.00 AA","22800050"
"203","0.024","MP","22800050"
"209","38.23","MP ","22800050"
"235","19.03","MP","22800050"
"235",NULL,NULL,"22800050"
"235",NULL,NULL,"22800050"
"235",NULL,NULL,"22800050"
"235",NULL,NULL,"22800050"
"236","72.23","MP","22800050"
"236",NULL,NULL,"22800050"
"236",NULL,NULL,"22800050"
"236",NULL,NULL,"22800050"
"236",NULL,NULL,"22800050"
"237","0.48","MP","22800050"
"237",NULL,NULL,"22800050"
"237",NULL,NULL,"22800050"
"237",NULL,NULL,"22800050"
"237",NULL,NULL,"22800050"
"238","8.06","MP","22800050"
"238",NULL,NULL,"22800050"
"238",NULL,NULL,"22800050"
"238",NULL,NULL,"22800050"
"238",NULL,NULL,"22800050"
"197","13.598","7 11.00","22800084"
"197","13.978","7 18.00","22800084"
"197","11.56","MP","22800084"
"197","15.327","7 18.05","22800084"
"197","13.887","7 06.00","22800084"
"197","11.526","AA 06.00","22800084"
"197","8.8464","7 09.30","22800084"
"197","13.106","7 15.10","22800084"
"197","18.04","7 18.21","22800084"
"198","1.365","7 11.00","22800084"
"198","1.391","7 18.00","22800084"
"198","1.419","MP","22800084"
"198","1.385","7 18.05","22800084"
"198","1.368","7 06.00","22800084"
"198","1.392","AA 06.00","22800084"
"198","1.429","7 09.30","22800084"
"198","1.405","7 15.10","22800084"
"198","1.317","7 18.21","22800084"
"100","0.15","7 11.00","22800084"
"100","0.21","7 18.00","22800084"
"100","0.23","MP","22800084"
"100","0.33","7 18.05","22800084"
"100","0.27","7 06.00","22800084"
"100","0.11","AA 06.00","22800084"
"100","0.21","7 09.30","22800084"
"100","0.2","7 15.10","22800084"
"100","0.4","7 18.21","22800084"
"182",NULL,NULL,"22800084"
"182",NULL,NULL,"22800084"
"182",NULL,NULL,"22800084"
"182",NULL,NULL,"22800084"
"182",NULL,NULL,"22800084"
"188","0.0",NULL,"22800084"
"188","1.0",NULL,"22800084"
"203","0.139","7 11.00","22800084"
"203","0.217","7 18.00","22800084"
"203","0.041","MP","22800084"
"203","0.285","7 18.05","22800084"
"203","0.206","7 06.00","22800084"
"203","0.054","AA 06.00","22800084"
"203","0.206","7 09.30","22800084"
"203","0.168","7 15.10","22800084"
"203","0.385","7 18.21","22800084"
"209","36.68","MP","22800084"
"235","19.16","MP","22800084"
"236","73.73","MP","22800084"
"237","0.48","MP","22800084"
"238","8.25","MP","22800084"
"197","14.17","7 06.00","22800085"
"197","12.672","AA 06.00","22800085"
"197","13.204","7 18.00","22800085"
"197","13.567","7 06.00","22800085"
"197","11.51","AA 06.00","22800085"
"197","16.427","7 21.05","22800085"
"197","12.191","MP","22800085"
"198","1.387","7 06.00","22800085"
"198","1.403","AA 06.00","22800085"
"198","1.379","7 21.05","22800085"
"198","1.442","7 06.00","22800085"
"198","1.39","AA 06.00","22800085"
"198","1.401","7 18.00","22800085"
"198","1.39","MP","22800085"
"100","0.21","7 06.00","22800085"
"100","0.13","AA 06.00","22800085"
"100","0.21","7 18.00","22800085"
"100","0.18","7 06.00","22800085"
"100","0.11","AA 06.00","22800085"
"100","0.2","7 21.05","22800085"
"100","0.11","MP","22800085"
"203","0.15","7 06.00","22800085"
"203","0.031","AA 06.00","22800085"
"203","0.204","7 06.00","22800085"
"203","0.039","AA 06.00","22800085"
"203","0.173","7 18.00","22800085"
"203","0.038","MP","22800085"
"235","19.72","MP","22800085"
"236","74.0","MP","22800085"
"237","0.67","MP","22800085"
"238","8.45","MP","22800085"
"155","22.7","Start Alterung","22800084"
"100","37.0","Start Alterung","22800084"
"106","26.05","22-29 Start Alterung","22800084"
"109","517.81","Start Alterung","22800084"
"157","23.53","Start Alterung","22800084"
"219","19.69","Start Alterung","22800084"
"220","19.14","Start Alterung","22800084"
"221","19.85","Naht110Start Alterung","22800084"
"221","19.01","Naht120Start Alterung","22800084"
"221","21.57","Naht130Start Alterung","22800084"
"107","528.47","Start Alterung","22800084"
"157","669.79","Start Alterung","22800084"
"159","460.82","Naht110Start Alterung","22800084"
"159","520.68","Naht120Start Alterung","22800084"
"159","502.75","Naht130Start Alterung","22800084"
"222","143.6","gerade 1.3,5;seit2,4","22800084"
"223","161.35","5/5 seit Start Alterung","22800084"
